"artist","song","explicit","year","popularity","speechiness","tempo","loudness","acousticness","valence"
"Red Hot Chili Peppers","By the Way",FALSE,2002,73,0.107,122.444,-4.938,0.0264,0.198
"Elvis Presley","A Little Less Conversation - JXL Radio Edit Remix",FALSE,2002,60,0.0502,114.999,-5.972,0.000385,0.717
"Atomic Kitten","The Tide Is High - Radio Mix",FALSE,2002,65,0.0322,103.997,-4.127,0.0209,0.665
"*NSYNC","Girlfriend",FALSE,2001,50,0.0884,93.967,-5.191,0.0887,0.858
"Robbie Williams","Somethin' Stupid",FALSE,2001,64,0.0261,106.191,-12.185,0.429,0.677
"Alanis Morissette","Hands Clean",FALSE,2002,57,0.0299,99.952,-5.428,0.00192,0.52
"Usher","U Don't Have to Call",TRUE,2001,59,0.0459,100.005,-4.958,0.0478,0.806
"Creed","One Last Breath - Radio Version",FALSE,2015,47,0.0365,130.581,-6.094,0.00571,0.202
"The Goo Goo Dolls","Here Is Gone",FALSE,2002,56,0.0322,102.192,-5.178,0.00052,0.221
"Puddle Of Mudd","She Hates Me",TRUE,2001,70,0.0323,109.781,-5.433,0.00935,0.584
"Ludacris","Rollout (My Business)",TRUE,2001,60,0.235,131.059,-8.73,0.0949,0.892
"Blazin' Squad","Crossroads - Radio Edit",FALSE,2012,40,0.042,144.188,-5.153,0.109,0.502
"Default","Wasting My Time",FALSE,2001,40,0.0312,147.973,-5.529,0.00138,0.17
"Michelle Branch","All You Wanted",FALSE,2001,60,0.0286,96.103,-9.101,0.00466,0.652
"Daniel Bedingfield","If You're Not The One",FALSE,2002,58,0.0292,119.998,-7.608,0.504,0.27
"Enrique Iglesias","Escape",FALSE,2001,56,0.0297,125.972,-5.305,0.0277,0.868
"Puddle Of Mudd","Blurry",FALSE,2001,64,0.0562,157.469,-4.537,0.00691,0.499
"Coldplay","In My Place",FALSE,2002,72,0.0278,144.636,-5.455,0.0553,0.193
"Outkast","The Whole World (feat. Killer Mike)",TRUE,2001,51,0.401,184.682,-6.176,0.0958,0.717
"P!nk","Don't Let Me Get Me - Radio Edit",FALSE,2001,60,0.0756,98.525,-4.754,0.00234,0.615
"50 Cent","In Da Club",TRUE,2003,81,0.366,90.051,-2.752,0.255,0.777
"Sean Paul","Get Busy",FALSE,2002,74,0.036,100.202,-4.143,0.615,0.726
"Eminem","Lose Yourself - From ""8 Mile"" Soundtrack",TRUE,2004,77,0.264,171.355,-4.616,0.00921,0.0596
"Beyoncé","Crazy In Love (feat. Jay-Z)",FALSE,2003,76,0.226,99.165,-6.596,0.00249,0.681
"Counting Crows","Big Yellow Taxi",FALSE,2003,50,0.0494,88.029,-4.315,0.00204,0.827
"Black Eyed Peas","Where Is The Love?",FALSE,2003,68,0.184,94.059,-3.18,0.101,0.828
"Jennifer Lopez","Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix",FALSE,2002,70,0.188,100,-5.448,0.00733,0.96
"Black Eyed Peas","Shut Up",FALSE,2003,56,0.243,112.968,-3.966,0.0637,0.561
"Benny Benassi","Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz",FALSE,2003,66,0.104,130.017,-3.626,0.163,0.339
"Panjabi MC","Mundian to Bach Ke",FALSE,2003,61,0.0371,98.077,-4.951,0.399,0.942
"Mis-Teeq","Scandalous - U.S. Radio Edit",FALSE,2004,59,0.0349,99.971,-3.935,0.0526,0.651
"JAY-Z","03' Bonnie & Clyde",TRUE,2002,71,0.314,89.64,-5.148,0.23,0.327
"50 Cent","P.I.M.P.",TRUE,2003,76,0.346,84.722,-3.024,0.0521,0.848
"Jamelia","Superstar",FALSE,2003,69,0.0356,110.01,-6.93,0.0457,0.824
"Linkin Park","Faint",FALSE,2003,72,0.131,135.095,-3.554,0.111,0.594
"DMX","X Gon' Give It To Ya",TRUE,2007,70,0.183,95.027,-3.09,0.0135,0.673
"Evanescence","Bring Me To Life",FALSE,2003,79,0.0698,94.612,-3.188,0.00721,0.296
"Sugababes","Hole In The Head",FALSE,2003,57,0.0309,125.011,-4.629,0.0303,0.962
"Craig David","Rise & Fall (feat. Sting)",FALSE,2002,59,0.0586,83.373,-7.51,0.252,0.808
"Three Days Grace","I Hate Everything About You",FALSE,2003,72,0.0421,89.342,-5.157,0.00461,0.453
"Lil Jon & The East Side Boyz","Get Low",FALSE,2002,47,0.0396,101.043,-8.019,0.022,0.12
"B2K","Bump, Bump, Bump (feat. P. Diddy)",FALSE,2003,62,0.21,95.508,-6.02,0.1,0.889
"Baby Bash","Suga Suga",FALSE,2003,73,0.268,82.331,-3.041,0.688,0.535
"Aaliyah","Miss You - Main",FALSE,2002,36,0.0375,109.598,-9.867,0.618,0.511
"Britney Spears","Me Against the Music (feat. Madonna) - LP Version / Video Mix",FALSE,2003,59,0.089,120.046,-6.635,0.32,0.85
"Blue","Sorry Seems To Be The Hardest Word",FALSE,2004,57,0.0305,78.955,-6.814,0.183,0.442
"Delta Goodrem","Lost Without You",FALSE,2003,54,0.0283,146.301,-6.682,0.0365,0.514
"Justin Timberlake","Rock Your Body",FALSE,2002,76,0.141,100.972,-6.055,0.201,0.817
"The White Stripes","Seven Nation Army",FALSE,2003,3,0.0805,123.904,-7.627,0.00601,0.313
"Youngbloodz","Damn! (feat. Lil' Jon) - Club Mix",TRUE,2003,54,0.307,84.038,-5.799,0.0149,0.518
"Beyoncé","Baby Boy (feat. Sean Paul)",FALSE,2003,63,0.22,91.025,-9.17,0.0825,0.791
"Lil' Kim","Magic Stick",TRUE,2019,47,0.272,92.98,-7.872,0.116,0.502
"Christina Aguilera","Can't Hold Us Down (feat. Lil' Kim)",FALSE,2002,61,0.192,98.989,-4.481,0.0326,0.538
"Nickelback","Someday",FALSE,2003,68,0.0391,163.118,-5.659,0.000616,0.597
"Blue","U Make Me Wanna - Radio Edit",FALSE,2003,48,0.0329,158.108,-6.228,0.325,0.848
"Ashanti","Rain On Me",FALSE,2003,50,0.0337,83.701,-3.103,0.343,0.509
"Trapt","Headstrong",TRUE,2002,72,0.117,184.981,-5.819,0.000172,0.534
"Simply Red","Sunrise",FALSE,2008,58,0.029,105.987,-5.123,0.00189,0.917
"Lumidee","Never Leave You (Uh Oooh, Uh Oooh)",FALSE,2003,61,0.362,199.958,-6.197,0.0391,0.777
"Girls Aloud","Sound Of The Underground",FALSE,2003,58,0.0365,163.944,-5.861,0.00344,0.88
"Nelly","Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster",FALSE,2016,52,0.295,87.025,-4.749,0.176,0.907
"Room 5","Make Luv",FALSE,2003,57,0.116,124.814,-4.92,0.0111,0.648
"Fatman Scoop","Be Faithful",TRUE,2009,49,0.295,101.129,-6.488,0.000787,0.629
"Limp Bizkit","Behind Blue Eyes",FALSE,2003,70,0.0271,120.315,-6.66,0.497,0.0902
"Sugababes","Too Lost In You",FALSE,2003,58,0.0287,98.014,-4.904,0.0485,0.459
"50 Cent","Wanksta - From ""8 Mile"" Soundtrack",TRUE,2003,57,0.2,81.008,-3.552,0.0199,0.873
"Pharrell Williams","Frontin' (feat. Jay-Z) - Club Mix",TRUE,2003,67,0.13,102.009,-5.913,0.453,0.759
"Chingy","Right Thurr",TRUE,2003,69,0.253,92.074,-3.977,0.15,0.891
"Eminem","Sing For The Moment",TRUE,2002,71,0.137,163.961,-4.164,0.0017,0.185
"Lil' Kim","The Jump Off (feat. Mr. Cheeks) - Remix",TRUE,2003,48,0.339,104.946,-8.831,0.178,0.935
"Mýa","My Love Is Like...Wo - Main Mix",FALSE,2003,48,0.109,132.817,-6.491,0.194,0.722
"50 Cent","21 Questions",TRUE,2003,72,0.299,92.729,-3.846,0.349,0.895
"Nelly","Air Force Ones",TRUE,2002,61,0.317,164.062,-9.74,0.0847,0.618
"Missy Elliott","Gossip Folks (feat. Ludacris)",TRUE,2002,57,0.505,121.732,-5.264,0.362,0.439
"Girls Aloud","Jump",FALSE,2003,60,0.0346,134.465,-6.031,0.00189,0.795
"Ultrabeat","Pretty Green Eyes - Radio Edit",FALSE,2003,59,0.043,139.993,-10.284,0.212,0.51
"Christina Aguilera","Fighter",FALSE,2002,67,0.201,188.899,-1.357,0.235,0.45
"Frankie J","Don't Wanna Try",FALSE,2003,49,0.0348,130.127,-7.577,0.444,0.199
"Snoop Dogg","Beautiful",TRUE,2005,67,0.132,101.025,-4.936,0.299,0.963
"Floetry","Say Yes",FALSE,2002,57,0.0743,117.901,-12.932,0.211,0.428
"Ginuwine","In Those Jeans",TRUE,2003,59,0.0776,127.683,-5.873,0.508,0.319
"Electric Six","Danger! High Voltage - Soulchild Radio Mix",FALSE,2003,0,0.0302,123.005,-4.722,1.92e-05,0.511
"Rachel Stevens","Sweet Dreams My LA Ex - Radio Edit",FALSE,2003,38,0.138,130.036,-3.587,0.0733,0.908
"Ludacris","Stand Up",TRUE,2003,57,0.349,99.057,-4.855,0.367,0.801
"Nas","I Can",FALSE,2002,58,0.182,95.313,-3.914,0.103,0.694
"3 Doors Down","When I'm Gone",FALSE,2002,67,0.0284,148.095,-5.611,0.00385,0.374
"Tyrese","How You Gonna Act Like That",FALSE,2002,60,0.0457,112.913,-3.657,0.107,0.525
"Justin Timberlake","Cry Me a River",FALSE,2002,73,0.183,73.898,-6.582,0.577,0.564
"Westlife","Mandy",FALSE,2003,57,0.0278,105.678,-5.08,0.254,0.376
"No Doubt","It's My Life",FALSE,2003,60,0.0282,126.326,-5.074,0.00202,0.783
"Amanda Perez","Angel",FALSE,2003,48,0.0473,143.772,-6.849,0.506,0.352
"JAY-Z","Excuse Me Miss",TRUE,2002,56,0.286,92.849,-5.531,0.0305,0.887
"Kelly Rowland","Stole",FALSE,2002,54,0.0594,79.993,-4.984,0.00676,0.477
"Ashanti","Rock Wit U (Awww Baby)",FALSE,2003,65,0.0582,94.998,-3.006,0.408,0.849
"Junior Senior","Move Your Feet",FALSE,2002,67,0.0803,118.877,-2.623,0.046,0.846
"Audioslave","Like a Stone",FALSE,2002,75,0.0276,107.849,-5.477,0.00797,0.516
"Sean Paul","Like Glue",FALSE,2002,61,0.319,97.917,-5.038,0.0811,0.59
"Jaheim","Put That Woman First",TRUE,2002,55,0.132,78.935,-8.804,0.492,0.513
"Jennifer Lopez","All I Have (feat. LL Cool J)",FALSE,2002,60,0.107,83.066,-5.265,0.271,0.446
"Monica","So Gone",FALSE,2003,64,0.0981,81.975,-6.863,0.176,0.586
"Dido","White Flag",FALSE,2003,44,0.0401,169.951,-6.823,0.327,0.294
"The Roots","The Seed (2.0)",TRUE,2002,63,0.0357,111.121,-2.281,0.039,0.966
"Chingy","Holidae In",TRUE,2003,61,0.181,153.067,-5.909,0.0893,0.948
"Fabolous","Can't Let You Go (feat. Mike Shorey & Lil' Mo)",TRUE,2003,61,0.458,192.082,-6.569,0.231,0.811
"Kelly Clarkson","Miss Independent",FALSE,2003,47,0.137,175.943,-6.359,0.0769,0.592
"Ja Rule","Mesmerize",TRUE,2002,61,0.199,90.079,-6.653,0.0566,0.433
"Matchbox Twenty","Unwell",FALSE,2002,63,0.0403,80.718,-5.263,0.0298,0.429
"Outkast","The Way You Move (feat. Sleepy Brown)",TRUE,2003,66,0.0464,125.999,-4.932,0.126,0.635
"Fabolous","Into You (feat. Tamia)",TRUE,2003,67,0.0523,182.12,-7.886,0.233,0.58
"Switchfoot","Meant to Live",FALSE,2003,61,0.0457,151.551,-4.577,0.00575,0.556
"Good Charlotte","Lifestyles of the Rich & Famous",FALSE,2002,68,0.0374,106.22,-3.685,0.00043,0.609
"Wayne Wonder","No Letting Go",FALSE,2003,63,0.0444,100.215,-5.656,0.0479,0.317
"The Strokes","Reptilia",FALSE,2003,74,0.0336,158.009,-5.11,0.000603,0.77
"Avril Lavigne","I'm with You",FALSE,2002,70,0.0291,151.95,-7.462,0.08,0.208
"Will Young","Leave Right Now",FALSE,2003,55,0.0368,81.931,-8.674,0.145,0.383
"Usher","Yeah! (feat. Lil Jon & Ludacris)",FALSE,2004,81,0.112,105.018,-4.699,0.0183,0.583
"Maroon 5","This Love",FALSE,2002,77,0.0378,95.051,-4.612,0.0525,0.809
"Britney Spears","Toxic",FALSE,2003,81,0.114,143.04,-3.914,0.0249,0.924
"Outkast","Hey Ya!",FALSE,2003,80,0.0664,79.526,-2.261,0.103,0.965
"Hoobastank","The Reason",FALSE,2003,79,0.029,82.952,-4.649,0.0129,0.0681
"Anastacia","Left Outside Alone",FALSE,2004,65,0.0321,102.847,-3.567,0.0697,0.325
"Daddy Yankee","Gasolina",FALSE,2004,11,0.0618,96.009,-6.499,0.332,0.753
"Black Eyed Peas","Let's Get It Started - Spike Mix",FALSE,2004,53,0.126,104.923,-2.208,0.117,0.797
"O-Zone","Dragostea Din Tei",FALSE,2004,56,0.0427,130.103,-3.947,0.177,0.672
"Terror Squad","Lean Back",TRUE,2004,67,0.415,95.321,-3.344,0.11,0.695
"Anastacia","Sick and Tired",FALSE,1999,56,0.0373,99.848,-4.552,0.00908,0.47
"Gwen Stefani","What You Waiting For?",FALSE,2004,60,0.0628,136.027,-2.557,0.0509,0.731
"Ashanti","Only U - No Intro",FALSE,2004,56,0.0434,94.547,-5.576,0.0374,0.278
"The Rasmus","In the Shadows",FALSE,2003,68,0.0275,105.991,-4.481,0.000109,0.75
"Houston","I Like That",FALSE,2004,59,0.0968,106.997,-3.925,0.0154,0.385
"Beyoncé","Naughty Girl",FALSE,2003,63,0.0857,99.973,-8.65,0.239,0.643
"Linkin Park","Numb",FALSE,2003,81,0.0381,110.018,-4.153,0.0046,0.243
"Lloyd Banks","On Fire",TRUE,2004,61,0.22,94.857,-4.289,0.0923,0.429
"Akon","Locked Up",TRUE,2004,16,0.101,89.987,-4.475,0.023,0.354
"D12","My Band",TRUE,2004,73,0.0828,120.014,-3.383,0.497,0.844
"Jay Sean","Eyes On You - Radio Mix",FALSE,2004,42,0.0847,96.525,-4.971,0.0775,0.619
"Mario Winans","I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster",FALSE,2016,66,0.0462,97.007,-5,0.347,0.4
"Destiny's Child","Lose My Breath",FALSE,2004,61,0.0637,119.011,-5.958,0.00727,0.545
"Eric Prydz","Call on Me - Radio Mix",FALSE,2004,72,0.375,126.342,-6.518,0.00427,0.447
"Ciara","Goodies (feat. Petey Pablo)",FALSE,2004,67,0.0491,102.017,-6.306,0.0277,0.872
"Kelis","Trick Me",TRUE,2003,63,0.149,107.17,-3.347,0.0369,0.962
"LL Cool J","Headsprung",FALSE,2004,56,0.0284,99.916,-5.76,0.0114,0.465
"Spiderbait","Black Betty - Edit",FALSE,2004,63,0.0922,124.047,-6.476,2.06e-05,0.35
"George Michael","Amazing",FALSE,2004,57,0.0394,128.429,-6.825,0.0884,0.88
"Britney Spears","My Prerogative",FALSE,2004,53,0.118,111.014,-4.423,0.0127,0.619
"Nina Sky","Move Ya Body",FALSE,2004,67,0.0432,121.057,-6.313,0.0202,0.877
"Petey Pablo","Freek-A-Leek",TRUE,2003,56,0.254,104.917,-3.716,0.0756,0.662
"JAY-Z","Dirt Off Your Shoulder",TRUE,2003,53,0.318,163.971,-7.147,0.0319,0.645
"Juanes","La Camisa Negra",FALSE,2004,70,0.0308,97.007,-4.419,0.0838,0.973
"Avril Lavigne","Nobody's Home",FALSE,2004,61,0.0497,185.406,-3.66,0.000516,0.177
"Robbie Williams","Radio",FALSE,2004,33,0.0349,130.015,-5.409,0.00331,0.846
"Black Eyed Peas","Hey Mama",TRUE,2003,49,0.232,100.15,-6.345,0.104,0.933
"Ying Yang Twins","Salt Shaker",TRUE,2003,61,0.128,101.965,-6.022,0.0509,0.322
"Enrique Iglesias","Not In Love - Radio Mix",FALSE,2003,37,0.0395,117.021,-5.096,0.0371,0.886
"Kelis","Milkshake",FALSE,2003,68,0.0439,112.968,-6.068,0.00986,0.759
"Linkin Park","Breaking the Habit",FALSE,2003,68,0.0303,100.021,-5.218,0.108,0.581
"JoJo","Leave (Get Out) - Radio Edit",FALSE,2005,49,0.253,86.891,-8.691,0.156,0.464
"Christina Milian","Dip It Low",FALSE,2004,45,0.104,169.131,-4.207,0.0108,0.612
"Avant","Read Your Mind",FALSE,2003,56,0.0711,73.108,-6.696,0.291,0.695
"Eminem","Just Lose It",TRUE,2004,67,0.0467,121.003,-3.56,0.0581,0.962
"Snoop Dogg","Drop It Like It's Hot",TRUE,2004,39,0.216,92.063,-3.832,0.169,0.676
"Sean Paul","I'm Still in Love with You (feat. Sasha)",FALSE,2002,68,0.172,87.002,-5.384,0.102,0.756
"The Shapeshifters","Lola's Theme - Radio Edit",FALSE,2004,65,0.0536,123.925,-4.612,0.00083,0.659
"D12","How Come",TRUE,2004,57,0.237,89.983,-2.221,0.28,0.547
"Basement Jaxx","Good Luck",FALSE,2003,0,0.162,154.07,-3.092,0.0649,0.313
"Kevin Lyttle","Turn Me On",FALSE,2004,67,0.0361,106.279,-6.879,0.0405,0.875
"Chingy","One Call Away",FALSE,2003,61,0.183,162.519,-5.926,0.0918,0.962
"T.I.","Bring Em Out",TRUE,2004,63,0.257,98.579,-2.983,0.0298,0.587
"DJ Casper","Cha Cha Slide - Hardino Mix",FALSE,2004,51,0.125,131.012,-6.722,0.0436,0.802
"Kylie Minogue","I Believe in You",FALSE,2004,47,0.0704,120.939,-5.087,0.00277,0.418
"Twista","Overnight Celebrity",TRUE,2004,66,0.179,134.199,-5.435,0.182,0.777
"N.E.R.D","She Wants To Move",FALSE,2004,57,0.0786,115.012,-4.831,0.00402,0.8
"Britney Spears","Everytime",FALSE,2003,63,0.0337,109.599,-12.852,0.966,0.114
"U2","Vertigo",FALSE,2004,64,0.0613,140.083,-3.974,0.000138,0.632
"Franz Ferdinand","Take Me Out",FALSE,2004,77,0.0377,104.561,-8.821,0.000409,0.527
"J-Kwon","Tipsy - Club Mix",TRUE,2001,59,0.315,93.04,-5.827,0.0653,0.654
"G-Unit","Wanna Get To Know You",TRUE,2003,61,0.132,76.91,-3.651,0.106,0.889
"Lil' Flip","Sunshine (feat. Lea)",TRUE,2004,42,0.0946,93.961,-9.867,0.0248,0.792
"Kanye West","Jesus Walks",TRUE,2004,73,0.323,87.312,-4.686,0.614,0.715
"Evanescence","My Immortal",FALSE,2003,72,0.0356,79.012,-9.206,0.863,0.101
"Nelly","My Place",TRUE,2004,57,0.0423,163.153,-4.237,0.0498,0.642
"Lemar","If There's Any Justice",FALSE,2004,46,0.0453,89.993,-5.348,0.0128,0.639
"Avril Lavigne","Don't Tell Me",FALSE,2004,58,0.0386,144.106,-2.92,0.00462,0.484
"Twista","Slow Jamz",TRUE,2004,72,0.171,145.115,-5.659,0.314,0.611
"Green Day","American Idiot",TRUE,2004,77,0.0639,186.113,-2.042,2.64e-05,0.769
"Kelis","Millionaire",FALSE,2003,57,0.108,176.051,-6.636,0.0217,0.75
"Scissor Sisters","Comfortably Numb",FALSE,2004,43,0.0391,116.972,-6.466,0.237,0.788
"Alicia Keys","Diary (feat. Tony! Toni! Tone! & Jermaine Paul)",FALSE,2003,55,0.0317,127.932,-9.711,0.555,0.279
"Kanye West","Through The Wire",TRUE,2004,76,0.247,83.089,-6.11,0.00865,0.66
"Special D.","Come With Me - Radio Edit",FALSE,2004,61,0.0803,139.982,-5.077,0.13,0.501
"Ludacris","Splash Waterfalls",TRUE,2003,48,0.409,145.894,-6.102,0.101,0.702
"Avril Lavigne","My Happy Ending",TRUE,2004,68,0.0758,170.229,-2.407,0.00136,0.74
"Eamon","Fuck It (I Don't Want You Back)",TRUE,2004,64,0.0653,68.507,-6.245,0.214,0.575
"Beyoncé","Me, Myself and I",FALSE,2003,62,0.0803,83.61,-9.092,0.226,0.536
"3 Doors Down","Here Without You",FALSE,2002,74,0.0252,143.994,-6.817,0.0492,0.233
"Kanye West","All Falls Down",TRUE,2004,80,0.484,91.03,-4.832,0.149,0.434
"Twista","Sunshine (feat. Anthony Hamilton)",TRUE,2004,56,0.294,98.523,-5.337,0.261,0.819
"Katie Melua","The Closest Thing to Crazy",FALSE,2003,55,0.0312,127.831,-13.2,0.856,0.106
"Usher","My Boo",FALSE,2004,76,0.118,86.412,-8.238,0.257,0.676
"Lloyd","Southside",FALSE,2004,59,0.0818,75.007,-9.481,0.377,0.448
"LMC","Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit",FALSE,2004,59,0.038,128.658,-5.395,0.00232,0.667
"The Streets","Fit but You Know It",TRUE,2004,58,0.299,172.302,-1.729,0.23,0.895
"JUVENILE","Slow Motion",TRUE,2003,64,0.325,172.872,-4.894,0.548,0.89
"Girls Aloud","Love Machine",FALSE,2004,59,0.0621,116.02,-4.21,0.00127,0.697
"Jessica Simpson","With You",FALSE,2003,57,0.108,94.487,-4.583,0.0923,0.605
"Eminem","Like Toy Soldiers",TRUE,2004,48,0.359,79.178,-3.489,0.0193,0.398
"Gary Jules","Mad World (Feat. Michael Andrews)",FALSE,2001,65,0.0374,174.117,-17.217,0.976,0.304
"Ashlee Simpson","Pieces Of Me",FALSE,2004,56,0.0773,174.001,-4.286,0.0572,0.772
"Alicia Keys","You Don't Know My Name",FALSE,2003,61,0.187,167.078,-8.264,0.59,0.249
"Mariah Carey","We Belong Together",FALSE,2005,69,0.0629,139.987,-7.918,0.0264,0.767
"Mario","Let Me Love You",FALSE,2004,72,0.0922,94.514,-8.97,0.235,0.556
"Kanye West","Gold Digger",TRUE,2005,78,0.348,93.034,-5.572,0.0195,0.623
"Rihanna","Pon de Replay",FALSE,2005,77,0.159,99.019,-8.415,0.000155,0.498
"50 Cent","Candy Shop",TRUE,2005,79,0.466,125.173,-7.961,0.0253,0.755
"James Blunt","You're Beautiful",TRUE,2005,75,0.0278,81.998,-9.87,0.633,0.454
"Green Day","Boulevard of Broken Dreams",TRUE,2004,72,0.0309,167.046,-3.68,0.00394,0.506
"The Pussycat Dolls","Don't Cha",FALSE,2005,72,0.099,120.003,-3.475,0.00542,0.549
"Daniel Powter","Bad Day",FALSE,2005,74,0.0309,140.046,-4.013,0.448,0.52
"Akon","Bananza (Belly Dancer)",FALSE,2004,28,0.132,104.838,-5.897,0.0345,0.666
"Madonna","Hung Up",FALSE,2005,74,0.0452,125.02,-7.695,0.0039,0.405
"50 Cent","Just A Lil Bit",TRUE,2005,76,0.41,96.946,-6.672,0.0322,0.527
"Crazy Frog","Axel F",FALSE,2005,67,0.0407,138.045,-3.321,0.279,0.786
"Eminem","Ass Like That",TRUE,2004,52,0.366,83.093,-6.152,0.409,0.676
"Sean Paul","We Be Burnin'",FALSE,2005,59,0.151,117,-4.195,0.145,0.86
"Gwen Stefani","Rich Girl",FALSE,2004,68,0.0416,98.018,-2.728,0.0294,0.722
"The Chemical Brothers","Galvanize",FALSE,2005,63,0.0751,104.003,-3.681,0.0141,0.365
"Fort Minor","Remember the Name (feat. Styles of Beyond)",TRUE,2005,73,0.0911,84.858,-4.162,0.0583,0.88
"50 Cent","Disco Inferno",TRUE,2005,72,0.231,97.018,-4.763,0.206,0.71
"The Game","How We Do",TRUE,2005,74,0.251,98.012,-7.401,0.0455,0.637
"Chris Brown","Run It! (feat. Juelz Santana)",FALSE,2005,71,0.129,100.969,-6.721,0.0246,0.212
"Mariah Carey","It's Like That",FALSE,2005,0,0.0514,95.953,-4.875,0.0901,0.836
"Black Eyed Peas","My Humps",FALSE,2005,67,0.222,123.95,-5.924,0.111,0.586
"Ciara","Oh (feat. Ludacris)",FALSE,2004,61,0.0506,128.29,-7.135,0.000298,0.357
"50 Cent","Outta Control - Remix",TRUE,2005,60,0.246,92.029,-5.996,0.0277,0.557
"Baby Bash","Baby, I'm Back",TRUE,2005,4,0.105,100.01,-5.461,0.0508,0.749
"Jennifer Lopez","Get Right",FALSE,2005,65,0.12,97.084,-5.096,0.0218,0.362
"JAY-Z","Numb / Encore",TRUE,2004,76,0.166,107.045,-4.254,0.0603,0.751
"The Game","Hate It Or Love It",TRUE,2005,77,0.207,99.998,-4.781,0.14,0.435
"Gorillaz","Feel Good Inc.",FALSE,2005,82,0.177,138.559,-6.679,0.00836,0.772
"Black Eyed Peas","Don't Phunk With My Heart",FALSE,2005,62,0.061,130.889,-2.76,0.00937,0.604
"Akon","Lonely",TRUE,2004,21,0.0352,90.098,-7.88,0.331,0.619
"Bodyrockers","I Like The Way - Radio Edit",FALSE,2005,54,0.0431,127.988,-3.638,0.0248,0.777
"Sugababes","Push The Button",FALSE,2005,64,0.061,126.016,-5.096,0.0485,0.814
"Jeezy","Soul Survivor",TRUE,2005,55,0.0459,84.03,-7.728,0.000839,0.08
"Eminem","Mockingbird",TRUE,2004,77,0.266,84.039,-3.798,0.209,0.254
"Shakira","La Tortura (feat. Alejandro Sanz)",FALSE,2005,72,0.0427,100.011,-5.367,0.0297,0.812
"Gorillaz","DARE",FALSE,2005,73,0.0372,120.264,-5.852,0.0229,0.966
"Snoop Dogg","Signs",TRUE,2004,54,0.127,112.955,-5.308,0.0319,0.666
"Robbie Williams","Tripping",FALSE,2005,58,0.0429,118.014,-4.458,0.0381,0.828
"David Banner","Play",TRUE,2005,52,0.126,95.027,-8.013,0.000213,0.586
"Trillville","Some Cut",TRUE,2004,50,0.372,84.995,-6.626,0.00341,0.659
"D4L","Laffy Taffy",TRUE,2005,63,0.428,77.499,-7.994,0.0351,0.622
"Missy Elliott","Lose Control (feat. Ciara & Fat Man Scoop)",TRUE,2005,67,0.121,125.461,-7.105,0.0311,0.81
"Rob Thomas","Lonely No More",FALSE,2005,56,0.109,171.79,-3.152,0.033,0.858
"Brian McFadden","Almost Here",FALSE,2004,42,0.0336,77.984,-7.324,0.409,0.316
"Bobby V.","Slow Down - 12"" Version",FALSE,2005,65,0.103,186.048,-4.896,0.179,0.626
"Backstreet Boys","Incomplete",FALSE,2005,63,0.0331,133.631,-4.834,0.231,0.165
"Pretty Ricky","Grind With Me",TRUE,2005,63,0.045,136.518,-5.952,0.000204,0.189
"Kanye West","Diamonds From Sierra Leone - Remix",TRUE,2005,61,0.27,97.043,-3.768,0.258,0.379
"Fat Joe","Get It Poppin' (feat. Nelly) - Radio Version",FALSE,2005,41,0.372,100.813,-7.558,0.0628,0.52
"Destiny's Child","Soldier (feat. T.I. & Lil' Wayne)",FALSE,2004,63,0.361,77.49,-6.799,0.0444,0.904
"Ciara","1, 2 Step (feat. Missy Elliott) - Main",FALSE,2005,52,0.161,113.053,-10.94,0.0444,0.801
"Amerie","1 Thing",FALSE,2008,52,0.332,125.085,-4.683,0.115,0.891
"Ludacris","Get Back",TRUE,2004,59,0.263,171.609,-5.16,0.0594,0.184
"Franz Ferdinand","Do You Want To",FALSE,2005,61,0.0448,123.091,-2.896,0.0724,0.79
"Natalie Imbruglia","Shiver",FALSE,2005,52,0.0316,94.163,-4.49,0.00115,0.309
"Gwen Stefani","Hollaback Girl",TRUE,2004,69,0.0929,110.007,-2.221,0.35,0.904
"Pretty Ricky","Your Body",TRUE,2005,59,0.113,90.038,-5.695,0.176,0.507
"Thirty Seconds To Mars","The Kill",FALSE,2005,74,0.0791,182.99,-3.881,0.0014,0.289
"Alicia Keys","Karma",FALSE,2003,50,0.0615,85.098,-6.203,0.0743,0.687
"2Pac","Ghetto Gospel",TRUE,2004,68,0.0467,80.569,-5.352,0.0964,0.663
"Craig David","Don't Love You No More (I'm Sorry)",FALSE,2005,56,0.0245,100.113,-7.076,0.462,0.572
"Katie Melua","Nine Million Bicycles",FALSE,2005,60,0.0322,82.168,-15.636,0.516,0.344
"Lil Jon & The East Side Boyz","Lovers And Friends",TRUE,2004,66,0.22,139.861,-6.183,0.0541,0.532
"Mariah Carey","Don't Forget About Us - Radio Edit",FALSE,2005,0,0.0395,143.555,-6.816,0.0422,0.386
"Ying Yang Twins","Wait (The Whisper Song)",TRUE,2005,57,0.347,102.017,-13.203,0.00112,0.595
