"artist","song","explicit","year","popularity","speechiness","tempo","loudness","acousticness","valence"
"Bow Wow","Like You (feat. Ciara)",FALSE,2005,66,0.0876,82.017,-8.365,0.0465,0.504
"Kaiser Chiefs","Everyday I Love You Less And Less",FALSE,2005,58,0.0407,160.028,-4.556,0.00466,0.577
"Kelly Clarkson","Behind These Hazel Eyes",FALSE,2004,59,0.0382,90.048,-4.682,0.00165,0.425
"Black Eyed Peas","Don't Lie",FALSE,2005,61,0.186,89.885,-5.299,0.16,0.604
"Westlife","You Raise Me Up",FALSE,2005,1,0.0314,75.048,-6.596,0.631,0.172
"Ray J","One Wish",FALSE,2005,62,0.28,127.673,-7.042,0.278,0.602
"Papa Roach","Scars",FALSE,2004,60,0.0494,89.782,-3.295,0.0875,0.484
"Arctic Monkeys","I Bet You Look Good On The Dancefloor",FALSE,2006,71,0.0356,103.183,-4.19,0.00225,0.778
"Shayne Ward","That's My Goal",FALSE,2006,1,0.0336,68.637,-5.966,0.372,0.14
"Bow Wow","Let Me Hold You (feat. Omarion)",FALSE,2005,62,0.199,151.518,-8.244,0.0915,0.611
"Kaiser Chiefs","I Predict A Riot",FALSE,2005,63,0.0766,158.842,-3.241,0.0243,0.41
"Usher","Caught Up",FALSE,2004,61,0.0623,110.086,-4.606,0.027,0.805
"Kelly Clarkson","Because of You",FALSE,2004,71,0.0313,139.92,-5.284,0.248,0.15
"3 Doors Down","Let Me Go",FALSE,2012,52,0.0387,92.004,-4.914,0.0181,0.491
"Nickelback","Photograph",FALSE,2005,67,0.0292,145.916,-3.756,0.000932,0.385
"T-Pain","I'm Sprung",FALSE,2005,0,0.108,99.991,-11.617,0.088,0.166
"Destiny's Child","Cater 2 U",FALSE,2004,58,0.197,125.802,-7.043,0.286,0.464
"The Pussycat Dolls","Stickwitu",FALSE,2005,67,0.0587,79.918,-6.408,0.283,0.382
"Ryan Cabrera","True",FALSE,2004,62,0.0241,96.938,-10.054,0.459,0.369
"Stereophonics","Dakota",FALSE,2005,69,0.0675,146.994,-3.499,0.129,0.305
"Eminem","Like Toy Soldiers",TRUE,2004,67,0.359,79.178,-3.489,0.0193,0.398
"Nelly","Over And Over",TRUE,2004,61,0.0803,169.799,-10.02,0.0065,0.464
"Coldplay","Speed of Sound",FALSE,2005,69,0.0577,123.067,-6.765,0.00488,0.353
"KT Tunstall","Suddenly I See",FALSE,2005,71,0.0449,100.38,-5.713,0.225,0.664
"Destiny's Child","Girl",FALSE,2004,55,0.105,89.036,-6.019,0.31,0.556
"Kelly Clarkson","Since U Been Gone",FALSE,2004,71,0.0322,130.999,-5.354,0.00206,0.382
"U2","Sometimes You Can't Make It On Your Own",FALSE,2004,56,0.0247,96,-5.652,0.00275,0.346
"The All-American Rejects","Dirty Little Secret",FALSE,2005,65,0.0432,143.853,-4.253,0.000343,0.462
"Toby Keith","As Good As I Once Was",FALSE,2005,67,0.0393,119.075,-4.461,0.266,0.646
"Gwen Stefani","Cool",FALSE,2004,59,0.0281,112.019,-3.52,0.0322,0.801
"Foo Fighters","Best of You",FALSE,2005,76,0.0696,130.198,-5.119,0.000769,0.369
"Shakira","Hips Don't Lie (feat. Wyclef Jean)",FALSE,2005,82,0.0707,100.024,-5.892,0.284,0.758
"Sean Paul","Temperature",FALSE,2005,78,0.0685,125.04,-4.675,0.106,0.822
"Justin Timberlake","SexyBack (feat. Timbaland)",TRUE,2006,78,0.0789,117,-5.562,0.0584,0.964
"Beyoncé","Irreplaceable",FALSE,2007,70,0.382,175.868,-4.637,0.0293,0.509
"Amy Winehouse","Rehab",FALSE,2006,71,0.0552,71.815,-13.609,0.0541,0.777
"Rihanna","SOS",FALSE,2006,73,0.0361,137.046,-4.905,0.004,0.527
"Gnarls Barkley","Crazy",FALSE,2006,74,0.0336,111.97,-4.589,0.0505,0.64
"Busta Rhymes","Touch It",TRUE,2006,61,0.37,138.335,-6.62,0.0043,0.442
"Nelly Furtado","Maneater",FALSE,2006,79,0.0397,132.722,-4.81,0.0261,0.787
"Bob Sinclar","Rock This Party - Everybody Dance Now",FALSE,2006,69,0.122,128.009,-3.708,0.0714,0.902
"Diddy","Come to Me (feat. Nicole Scherzinger)",TRUE,2006,55,0.0756,96.998,-6.45,0.0176,0.386
"Madonna","Sorry",FALSE,2005,61,0.046,132.971,-6.229,0.00121,0.443
"Chamillionaire","Ridin'",TRUE,2005,71,0.0993,143.052,-4.68,0.189,0.835
"Black Eyed Peas","Pump It",FALSE,2005,75,0.181,153.649,-3.15,0.00937,0.744
"Nelly Furtado","Promiscuous",FALSE,2006,82,0.0506,114.328,-6.098,0.0569,0.868
"Fedde Le Grand","Put Your Hands Up for Detroit - Radio Edit",FALSE,2015,39,0.229,127.919,-4.525,0.0154,0.518
"Sean Paul","(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version",FALSE,2006,58,0.225,95.824,-3.04,0.067,0.718
"The Pussycat Dolls","Buttons",FALSE,2005,68,0.27,210.851,-4.338,0.152,0.477
"Ciara","Get Up (feat. Chamillionaire)",FALSE,2006,59,0.109,128.593,-6.887,0.0248,0.629
"Eminem","Shake That",TRUE,2005,74,0.117,107.005,-5.785,0.0507,0.534
"Cherish","Do It To It",FALSE,2006,65,0.169,74.007,-5.559,0.00798,0.794
"Muse","Supermassive Black Hole",FALSE,2006,75,0.0439,120,-3.727,0.0492,0.782
"Chris Brown","Gimme That",FALSE,2005,63,0.0466,87.165,-7.033,0.00374,0.444
"Infernal","From Paris to Berlin",FALSE,2004,57,0.0816,126.069,-6.534,0.096,0.839
"Cassie","Me & U",FALSE,2006,73,0.0294,99.99,-4.802,0.352,0.739
"E-40","U and Dat (feat. T. Pain & Kandi Girl)",TRUE,2006,63,0.277,99.992,-7.448,0.0241,0.329
"The Pussycat Dolls","Beep",FALSE,2005,57,0.0434,103.7,-6.382,0.00952,0.55
"Lil Jon","Snap Yo Fingers",FALSE,2006,67,0.23,82.038,-5.029,0.00647,0.626
"Armand Van Helden","My My My - Radio Edit",FALSE,2006,40,0.137,127.51,-8.502,0.0195,0.758
"The Notorious B.I.G.","Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",TRUE,2005,68,0.141,106.328,-7.041,0.0949,0.645
"Yung Joc","It's Goin' Down (feat. Nitti)",TRUE,2006,66,0.0612,84.003,-7.702,0.0986,0.609
"Shayne Ward","No Promises",FALSE,2006,1,0.026,79.798,-6.087,0.527,0.182
"Justin Timberlake","My Love (feat. T.I.)",FALSE,2006,72,0.224,119.952,-5.881,0.277,0.808
"Nickelback","Savin' Me",FALSE,2005,65,0.0276,164.007,-4.088,0.000731,0.522
"Nelly","Grillz",FALSE,2005,60,0.241,82.996,-7.737,0.0358,0.84
"Take That","Patience",FALSE,2006,64,0.0405,175.788,-4.154,0.142,0.372
"Fergie","London Bridge",TRUE,2006,57,0.357,90.951,-5.894,0.216,0.633
"Cascada","Everytime We Touch - Radio Edit",FALSE,2011,0,0.0555,142.019,-5.369,0.00461,0.493
"LL Cool J","Control Myself",FALSE,2006,42,0.211,120.066,-6.556,0.00928,0.48
"Beyoncé","Deja Vu (feat. Jay-Z)",FALSE,2007,57,0.341,105.253,-4.941,0.0071,0.355
"P!nk","Stupid Girls",TRUE,2006,0,0.071,100.04,-5.045,0.000738,0.566
"Eminem","When I'm Gone",TRUE,2005,68,0.352,75.272,-5.476,0.0553,0.75
"Kelis","Bossy",FALSE,2006,50,0.19,84.021,-5.316,0.000182,0.779
"Bob Sinclar","Love Generation - Radio Edit",FALSE,2005,49,0.062,128.04,-5.758,0.175,0.554
"Meck","Thunder in My Heart Again (Radio Edit)",FALSE,2005,46,0.0294,129.016,-4.67,0.000241,0.806
"Mary J. Blige","Be Without You - Kendu Mix",TRUE,2005,69,0.0998,146.559,-5.881,0.0717,0.673
"Girls Aloud","Something Kinda Ooooh",FALSE,2012,49,0.0473,131.925,-3.918,0.0232,0.879
"Rihanna","Unfaithful",FALSE,2006,70,0.0334,144.069,-8.607,0.839,0.349
"Kanye West","Touch The Sky",TRUE,2005,73,0.342,98.56,-4.912,0.0114,0.554
"Dem Franchize Boyz","Lean Wit It, Rock Wit It",TRUE,2006,60,0.307,76.035,-5.854,0.082,0.6
"Evanescence","Call Me When You're Sober",FALSE,2006,65,0.0524,93.41,-4.094,0.00193,0.328
"Chingy","Pullin' Me Back",TRUE,2006,62,0.286,80,-6.66,0.0825,0.587
"Nickelback","Far Away",FALSE,2005,70,0.0309,132.918,-5.153,0.000681,0.293
"Fall Out Boy","Dance, Dance",FALSE,2005,74,0.154,114.452,-3.198,0.00523,0.449
"Leona Lewis","A Moment Like This",FALSE,2007,57,0.0301,70.543,-3.667,0.423,0.167
"T.I.","What You Know",TRUE,2006,64,0.0344,73.464,-4.365,0.0155,0.332
"Ludacris","Money Maker",TRUE,2006,62,0.27,78.756,-6.79,0.15,0.612
"Nick Lachey","What's Left Of Me",FALSE,2006,37,0.0375,149.965,-5.665,0.142,0.294
"Jibbs","Chain Hang Low",TRUE,2006,56,0.262,157.147,-6.869,0.0259,0.778
"Arctic Monkeys","When The Sun Goes Down",TRUE,2006,72,0.199,169.152,-4.758,0.0341,0.407
"Rascal Flatts","Life is a Highway",FALSE,2006,0,0.0613,103.055,-5.409,0.00185,0.594
"Beyoncé","Check On It (feat. Slim Thug)",FALSE,2006,45,0.218,166.104,-3.887,0.0805,0.883
"Keyshia Cole","Love",FALSE,2005,72,0.0283,116.714,-4.285,0.064,0.318
"Lily Allen","Smile",TRUE,2006,68,0.0259,95.506,-5.938,0.00143,0.733
"Ne-Yo","Sexy Love",FALSE,2006,67,0.0413,94.02,-6.446,0.297,0.494
"JoJo","Too Little Too Late",FALSE,2006,48,0.0431,83.001,-5.338,0.0113,0.685
"Mary J. Blige","One",FALSE,2005,64,0.0777,185.888,-3.161,0.0841,0.269
"Bubba Sparxxx","Ms. New Booty",TRUE,2005,62,0.416,129.37,-5.931,0.016,0.609
"Amy Winehouse","You Know I'm No Good",FALSE,2006,63,0.0309,103.383,-3.607,0.0132,0.734
"Rascal Flatts","What Hurts The Most",FALSE,2006,69,0.0277,136.002,-5.134,0.0088,0.33
"Red Hot Chili Peppers","Dani California",FALSE,2006,76,0.0437,96.184,-2.36,0.0193,0.73
"Scissor Sisters","I Don't Feel Like Dancin'",FALSE,2006,63,0.0276,108.023,-3.409,0.0195,0.845
"Ne-Yo","So Sick",FALSE,2006,75,0.31,92.791,-8.336,0.246,0.58
"Hinder","Lips Of An Angel",FALSE,2019,35,0.0341,129.005,-5.386,0.0208,0.238
"The Raconteurs","Steady, As She Goes",FALSE,2006,56,0.12,123.696,-4.563,0.0132,0.537
"The Fratellis","Chelsea Dagger",FALSE,2006,68,0.144,154.514,-3.14,0.0491,0.586
"Fort Minor","Where'd You Go (feat. Holly Brook & Jonah Matranga)",TRUE,2005,42,0.238,179.999,-3.309,0.262,0.25
"Panic! At The Disco","I Write Sins Not Tragedies",FALSE,2005,70,0.14,169.961,-4.481,0.0737,0.672
"James Blunt","Goodbye My Lover",FALSE,2005,67,0.0512,89.567,-12.591,0.953,0.273
"Christina Aguilera","Ain't No Other Man",FALSE,2006,63,0.222,127.91,-4.722,0.00376,0.511
"Westlife","The Rose",FALSE,2006,0,0.0294,109.581,-9.706,0.784,0.172
"Keane","Is It Any Wonder?",FALSE,2006,59,0.0363,129.352,-2.771,3.82e-05,0.816
"Orson","No Tomorrow",FALSE,2006,46,0.0691,124.082,-4.623,0.0065,0.735
"T-Pain","I'm N Luv (Wit a Stripper) (feat. Mike Jones)",TRUE,2005,0,0.0688,145.171,-10.38,0.00544,0.512
"KT Tunstall","Black Horse And The Cherry Tree",FALSE,2005,64,0.0641,104.833,-7.788,0.328,0.917
"Natasha Bedingfield","Unwritten",FALSE,2004,2,0.0399,100.011,-6.333,0.00584,0.629
"Razorlight","America",FALSE,2006,67,0.0305,90.933,-4.975,0.295,0.149
"James Morrison","You Give Me Something",FALSE,2006,64,0.114,79.753,-6.496,0.216,0.578
"Snow Patrol","You're All I Have",FALSE,2006,35,0.045,132.013,-4.554,5.48e-05,0.501
"The Fray","How to Save a Life",FALSE,2005,79,0.0379,122.035,-4.08,0.269,0.361
"Sandi Thom","I Wish I Was a Punk Rocker (with Flowers in My Hair)",FALSE,2006,61,0.358,108.102,-6.815,0.544,0.719
"My Chemical Romance","Welcome to the Black Parade",FALSE,2006,76,0.0752,96.95,-4.103,0.000289,0.236
"Razorlight","In The Morning",FALSE,2006,59,0.042,124.191,-3.495,0.00379,0.686
"James Morrison","Wonderful World",FALSE,2006,49,0.029,78.969,-4.606,0.0548,0.591
"Chris Brown","Yo (Excuse Me Miss)",FALSE,2005,69,0.272,86.768,-5.847,0.119,0.57
"P!nk","Who Knew",FALSE,2006,0,0.0274,140.004,-4.569,0.00462,0.46
"The Kooks","Naive",FALSE,2006,73,0.0892,100.304,-6.209,0.0759,0.737
"Leona Lewis","Bleeding Love",FALSE,2007,75,0.0357,104.036,-5.886,0.188,0.225
"Rihanna","Umbrella",FALSE,2008,81,0.134,174.028,-4.603,0.00864,0.575
"Britney Spears","Gimme More",FALSE,2007,79,0.0334,113.324,-3.131,0.25,0.382
"Fergie","Big Girls Don't Cry (Personal)",FALSE,2006,76,0.0335,113.082,-4.296,0.205,0.253
"Mark Ronson","Valerie (feat. Amy Winehouse) - Version Revisited",FALSE,2007,0,0.0544,105.828,-4.789,0.00253,0.896
"Plain White T's","Hey There Delilah",FALSE,2005,78,0.0293,103.971,-10.572,0.872,0.298
"Justin Timberlake","What Goes Around.../...Comes Around (Interlude)",FALSE,2006,70,0.0709,76,-4.751,0.122,0.432
"Gwen Stefani","The Sweet Escape",FALSE,2006,71,0.0343,119.961,-3.502,0.191,0.73
"Timbaland","The Way I Are",FALSE,2007,80,0.1,114.759,-6.492,0.181,0.765
"Nelly Furtado","Say It Right",FALSE,2006,81,0.139,116.948,-6.328,0.0476,0.809
"Ida Corr","Let Me Think About It",FALSE,2012,43,0.046,129.026,-3.425,0.00022,0.715
"Alex Gaudino","Destination Calabria - Radio Edit",FALSE,2007,73,0.0425,128.016,-4.804,0.0015,0.312
"September","Cry for You",FALSE,2007,65,0.0301,130.018,-3.988,0.00133,0.961
"Akon","Smack That",TRUE,2006,58,0.0475,118.988,-5.166,0.317,0.932
"Timbaland","Give It To Me",TRUE,2007,70,0.0632,110.621,-3.904,0.168,0.815
"50 Cent","Ayo Technology",TRUE,2007,67,0.132,140.144,-5.44,0.0828,0.418
"Eric Prydz","Proper Education - Radio Edit",FALSE,2007,0,0.0523,124.938,-4.543,0.00102,0.324
"Fedde Le Grand","Put Your Hands Up For Detroit - Radio Edit",FALSE,2015,0,0.202,127.995,-4.474,0.0153,0.491
"Ciara","Like a Boy",FALSE,2006,68,0.145,132.035,-5.751,0.267,0.425
"Kanye West","Stronger",TRUE,2007,54,0.153,103.992,-7.858,0.00564,0.49
"Beyoncé","Beautiful Liar",FALSE,2007,64,0.0703,91.977,-3.74,0.00554,0.418
"Gym Class Heroes","Cupid's Chokehold / Breakfast in America - Radio Mix",FALSE,2007,59,0.0781,79.702,-5.084,0.495,0.821
"Akon","I Wanna Love You",TRUE,2006,53,0.0417,99.989,-9.387,0.0359,0.352
"Soulja Boy","Crank That (Soulja Boy)",FALSE,2007,74,0.0786,140.141,-2.18,0.515,0.803
"Fat Joe","Make It Rain",TRUE,2006,59,0.197,149.28,-5.063,0.0106,0.767
"P!nk","U + Ur Hand",TRUE,2006,0,0.0528,141.04,-3.688,0.00144,0.886
"Rihanna","Shut Up And Drive",FALSE,2008,69,0.0349,132.964,-4.902,0.00101,0.74
"Lloyd","Get It Shawty",FALSE,2007,62,0.241,128.014,-4.032,0.123,0.674
"Kanye West","Can't Tell Me Nothing",TRUE,2007,47,0.039,80.029,-6.133,0.0122,0.102
"Camille Jones","The Creeps - Fedde Le Grand Radio Mix",FALSE,2006,17,0.0603,127.894,-6.632,0.278,0.724
"Linkin Park","What I've Done",FALSE,2007,77,0.0324,120.119,-5.285,0.0141,0.287
"Keyshia Cole","Last Night",FALSE,2007,60,0.0623,121.006,-5.032,0.166,0.972
"Chris Brown","Kiss Kiss (feat. T-Pain)",FALSE,2007,68,0.225,140.043,-3.386,0.0506,0.551
"Shop Boyz","Party Like A Rock Star",TRUE,2007,61,0.0395,144.972,-4.633,0.00541,0.68
"Finger Eleven","Paralyzer",FALSE,2007,73,0.0456,106.031,-3.486,0.157,0.861
"Justin Timberlake","Summer Love",FALSE,2006,66,0.087,95.802,-7.228,0.0756,0.477
"MiMS","This Is Why I'm Hot",TRUE,2007,59,0.576,80.021,-6.349,0.277,0.485
"Fabolous","Make Me Better",TRUE,2007,62,0.0995,86.491,-6.886,0.33,0.562
"Seether","Fake It",TRUE,2007,73,0.0518,132.078,-3.509,0.00141,0.607
"Arctic Monkeys","Brianstorm",FALSE,2007,67,0.191,165.182,-4.706,8.15e-05,0.463
"Fergie","Glamorous",TRUE,2006,64,0.23,130.993,-6.447,0.298,0.565
"Linkin Park","Bleed It Out",TRUE,2007,73,0.0508,140.127,-3.647,0.114,0.596
"My Chemical Romance","Teenagers",FALSE,2006,80,0.0632,111.647,-3.063,0.0506,0.856
"Calvin Harris","Acceptable in the 80's",FALSE,2007,57,0.0511,127.99,-5.454,0.0143,0.942
"Sugababes","About You Now",FALSE,2007,66,0.0378,82.499,-6.065,6.52e-05,0.585
"Avril Lavigne","Girlfriend",TRUE,2007,75,0.102,163.983,-2.433,0.000722,0.669
"Ne-Yo","Because Of You",FALSE,2007,74,0.0356,109.97,-5.784,0.528,0.828
"Daughtry","It's Not Over",FALSE,2016,45,0.0538,145.959,-3.476,0.0467,0.413
"Unk","Walk It Out",TRUE,2013,48,0.0813,160.022,-3.696,0.0982,0.706
"Lloyd","You",FALSE,2007,70,0.47,130.159,-6.008,0.102,0.703
"Klaxons","Golden Skans",FALSE,2007,65,0.0381,141.955,-2.776,0.000418,0.713
"T-Pain","Bartender (feat. Akon)",TRUE,2007,3,0.133,104.987,-8.539,0.0611,0.405
"Baby Boy Da Prince","The Way I Live - Main Explicit",TRUE,2006,59,0.248,90.02,-7.562,0.0147,0.714
"Fergie","Fergalicious",TRUE,2006,63,0.316,129.055,-7.72,0.0576,0.831
"Omarion","Ice Box",FALSE,2006,57,0.134,131.105,-5.446,0.189,0.821
"Pretty Ricky","On the Hotline - Amended Version",FALSE,2007,57,0.183,92.988,-5.477,0.0185,0.688
"Nickelback","Rockstar",FALSE,2005,69,0.0386,144.072,-3.004,0.0459,0.693
"Fall Out Boy","Thnks fr th Mmrs",FALSE,2007,76,0.0623,154.837,-5.057,0.00511,0.588
"Justin Timberlake","LoveStoned / I Think She Knows (Interlude)",TRUE,2006,57,0.0549,121.243,-6.247,0.34,0.852
"All Time Low","Dear Maria, Count Me In",FALSE,2007,76,0.0805,181.04,-3.126,0.00725,0.572
"Amy Winehouse","Back To Black",TRUE,2006,76,0.0373,122.728,-13.964,0.134,0.378
"Keyshia Cole","Let It Go",FALSE,2007,58,0.213,94.955,-5.165,0.197,0.773
"Ciara","Promise",FALSE,2006,56,0.0425,123.279,-5.757,0.409,0.439
"Enrique Iglesias","Do You Know? (The Ping Pong Song)",FALSE,2007,45,0.0487,114.999,-4.829,0.0523,0.706
"T2","Heartbroken - Edit",FALSE,2017,59,0.0329,139.986,-5.438,0.0258,0.877
"Robyn","With Every Heartbeat",FALSE,2005,36,0.0395,120.872,-4.462,0.00877,0.413
"Maroon 5","Makes Me Wonder",TRUE,2007,62,0.0357,113.996,-2.429,0.00485,0.881
"Fall Out Boy","This Ain't A Scene, It's An Arms Race",FALSE,2007,68,0.0636,199.935,-4.07,0.000747,0.408
"Paramore","Misery Business",FALSE,2007,72,0.0735,172.977,-3.677,0.00272,0.731
"Hinder","Better Than Me",FALSE,2019,30,0.029,139.913,-5.295,0.205,0.254
"Huey","Pop, Lock & Drop It - Video Edit",FALSE,2006,52,0.222,144.09,-6.863,0.00308,0.645
"Foo Fighters","The Pretender",FALSE,2007,78,0.0431,172.984,-4.04,0.000917,0.365
"Plies","Shawty (feat. T Pain)",TRUE,2007,61,0.126,105.412,-5.926,0.0419,0.26
"Kaiser Chiefs","Ruby",FALSE,2007,67,0.0512,93.416,-2.82,0.00673,0.448
"Mark Ronson","Stop Me (feat. Daniel Merriweather)",FALSE,2007,46,0.0403,118.035,-4.334,0.00128,0.346
"Bow Wow","Outta My System (feat. T-Pain & Johntá Austin)",FALSE,2006,57,0.183,83.998,-6.957,0.0917,0.743
"Jim Jones","We Fly High",TRUE,2006,0,0.298,120.226,-6.564,0.0847,0.483
"The Red Jumpsuit Apparatus","Face Down",FALSE,2006,74,0.0399,92.956,-2.189,0.000665,0.464
"MIKA","Grace Kelly",FALSE,2006,69,0.0454,122.229,-5.799,0.0242,0.669
"Christina Aguilera","Candyman",FALSE,2006,66,0.23,172.976,-4.713,0.0125,0.72
"Sean Kingston","Beautiful Girls",FALSE,2007,78,0.0687,130.009,-6.075,0.15,0.769
"Akon","Don't Matter",TRUE,2006,52,0.0371,125.139,-6.035,0.225,0.34
"James Blunt","1973",FALSE,2007,68,0.0269,123.007,-7.928,0.0652,0.768
"Carrie Underwood","Before He Cheats",FALSE,2005,76,0.0405,147.905,-3.318,0.271,0.29
"Just Jack","Starz In Their Eyes",FALSE,2006,52,0.0652,123.802,-6.731,0.00184,0.656
"T-Pain","Buy U a Drank (Shawty Snappin') (feat. Yung Joc)",FALSE,2007,2,0.262,80.001,-8.137,0.0108,0.594
"Bone Thugs-N-Harmony","I Tried",TRUE,2007,61,0.0742,81.995,-6.142,0.0104,0.378
"Avril Lavigne","When You're Gone",FALSE,2007,68,0.0323,142.034,-3.921,0.191,0.168
"Rich Boy","Throw Some D's",TRUE,2007,57,0.43,160.895,-5.181,0.0368,0.433
"MIKA","Love Today",FALSE,2006,57,0.0664,124.484,-4.981,0.0304,0.587
"Manic Street Preachers","Your Love Alone Is Not Enough (feat. Nina Persson)",FALSE,2007,53,0.0459,126.766,-3.049,0.00143,0.396
"Elliott Yamin","Wait for You",FALSE,2007,58,0.0281,116.027,-6.734,0.25,0.352
"Wyclef Jean","Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",FALSE,2007,56,0.0553,92.515,-3.51,0.0772,0.529
"Boys Like Girls","The Great Escape",FALSE,2007,62,0.0635,149.934,-4.012,0.00166,0.505
"Take That","Rule The World - Radio Edit",FALSE,2007,58,0.034,164.054,-4.226,0.0376,0.348
"J. Holiday","Bed",FALSE,2007,64,0.0504,127.901,-7.268,0.17,0.723
"Red Hot Chili Peppers","Snow (Hey Oh)",FALSE,2006,79,0.0499,104.655,-3.674,0.116,0.599
"Ludacris","Runaway Love",TRUE,2006,51,0.283,92.854,-6.97,0.329,0.815
"Flo Rida","Low (feat. T-Pain)",FALSE,2008,80,0.0791,128.008,-5.64,0.0928,0.304
"Katy Perry","I Kissed A Girl",FALSE,2008,73,0.0677,129.996,-3.173,0.00223,0.696
"Rihanna","Take A Bow",FALSE,2008,74,0.0715,82.082,-7.536,0.248,0.572
"Alicia Keys","No One",FALSE,2007,77,0.0285,90.04,-5.415,0.0209,0.167
"Timbaland","Apologize",FALSE,2007,74,0.0278,118.016,-6.017,0.0292,0.101
"Ne-Yo","Miss Independent",FALSE,2008,71,0.145,171.812,-5.714,0.48,0.727
"Chris Brown","With You",FALSE,2007,70,0.0698,86.009,-4.298,0.134,0.655
"Beyoncé","If I Were a Boy",FALSE,2008,66,0.0313,90.007,-6.126,0.107,0.427
"Kardinal Offishall","Dangerous",TRUE,2008,75,0.0756,117.002,-5.957,0.00437,0.807
"Madcon","Beggin (original version)",FALSE,2007,70,0.057,129.023,-5.144,0.0271,0.445
"Rihanna","Disturbia",FALSE,2008,76,0.0571,124.921,-4.515,0.0863,0.722
"Guru Josh Project","Infinity 2008",FALSE,2011,1,0.0576,127.999,-6.139,0.000337,0.483
"Britney Spears","Break the Ice",FALSE,2007,61,0.0445,117.533,-3.866,0.689,0.85
"Lil Wayne","Lollipop",TRUE,2008,69,0.0831,148.075,-9.469,0.056,0.45
"Basshunter","Now You're Gone - Video Edit",FALSE,2008,63,0.354,147.99,-5.503,0.0213,0.354
"Kanye West","Flashing Lights",TRUE,2007,52,0.0399,90.482,-7.578,0.0381,0.43
"Madonna","4 Minutes (feat. Justin Timberlake & Timbaland)",FALSE,2009,71,0.0652,113.029,-4.922,0.00994,0.767
"Katy Perry","Hot N Cold",FALSE,2008,73,0.0418,132.032,-3.956,7.95e-05,0.861
"Rihanna","Don't Stop The Music",FALSE,2008,77,0.0643,122.668,-5.582,0.0336,0.542
"Snoop Dogg","Sensual Seduction",FALSE,2007,56,0.0682,120.163,-3.973,0.003,0.504
"Akon","Right Now (Na Na Na)",FALSE,2008,69,0.152,137.982,-4.194,0.262,0.607
"Britney Spears","Womanizer",FALSE,2008,76,0.0622,139,-5.226,0.073,0.235
"Eric Prydz","Pjanoo - Radio Edit",FALSE,2008,65,0.0295,125.99,-4.949,0.000563,0.836
"Kelly Rowland","Work",FALSE,2010,34,0.0538,102.757,-6.351,0.00499,0.623
"Jeezy","Put On",TRUE,2008,69,0.0353,137.616,-6.091,0.00342,0.272
"Madonna","Give It 2 Me",FALSE,2008,57,0.0414,127.019,-3.512,0.0933,0.972
"The Pussycat Dolls","When I Grow Up",FALSE,2008,72,0.05,118.449,-5.762,0.00165,0.368
"will.i.am","Heartbreaker",TRUE,2007,46,0.0732,120.051,-8.793,0.0352,0.449
"Britney Spears","Piece of Me",FALSE,2007,64,0.216,115.007,-5.054,0.0902,0.782
"T.I.","Live Your Life",TRUE,2008,75,0.255,159.841,-3.363,0.071,0.478
"Ne-Yo","Closer",FALSE,2008,65,0.0738,126.027,-6.437,0.0225,0.576
"Lil Wayne","A Milli",TRUE,2008,69,0.278,151.486,-8.636,0.0387,0.773
"Colby O'Donis","What You Got",FALSE,2008,61,0.038,119.974,-6.718,0.0327,0.305
"Miley Cyrus","See You Again",FALSE,2007,0,0.177,138.975,-5.098,0.0149,0.801
"Basshunter","All I Ever Wanted - Radio Edit",FALSE,2008,65,0.0508,144.954,-7.051,0.164,0.553
"Alesha Dixon","The Boy Does Nothing",FALSE,2008,51,0.121,87,-2.423,0.121,0.845
"Dizzee Rascal","Dance Wiv Me - Radio Edit",FALSE,2011,68,0.0451,111.996,-4.281,0.0476,0.792
"Gabriella Cilmi","Sweet About Me",FALSE,2008,56,0.0288,131.977,-5.035,0.0607,0.585
"Jack White","Another Way to Die",FALSE,2007,56,0.128,141.933,-4.23,0.0239,0.386
"Plies","Hypnotized (feat. Akon)",TRUE,2007,66,0.0797,116.59,-7.421,0.16,0.617
"The Pussycat Dolls","I Hate This Part",FALSE,2008,64,0.0317,111.572,-4.371,0.0659,0.452
"Sean Kingston","Take You There",FALSE,2008,65,0.0696,115.033,-4.321,0.0182,0.634
"Natasha Bedingfield","Pocketful of Sunshine",FALSE,2008,62,0.0391,110.019,-3.892,0.203,0.682
"The Offspring","You're Gonna Go Far, Kid",TRUE,2008,78,0.0638,126.115,-3.159,0.00428,0.601
"Kanye West","Homecoming",TRUE,2007,47,0.189,86.917,-7.059,0.337,0.918
"Estelle","American Boy",TRUE,2008,78,0.326,117.932,-2.99,0.171,0.512
"Saving Abel","Addicted",TRUE,2008,69,0.0338,138.018,-4.146,0.000821,0.527
"Pendulum","Propane Nightmares",FALSE,2008,57,0.0825,173.992,-4.13,0.000262,0.215
"The Game","My Life",TRUE,2008,60,0.349,148.113,-5.018,0.0724,0.382
"Danity Kane","Damaged",FALSE,2008,57,0.05,120.01,-5.158,0.0912,0.818
"P!nk","So What",TRUE,2008,76,0.0425,126.019,-3.078,0.000334,0.462
