"artist","song","explicit","year","popularity","speechiness","tempo","genre"
"The Weeknd","In The Night",TRUE,2015,0,0.13,167.939,"pop, R&B"
"Pitbull","Time of Our Lives",TRUE,2014,80,0.0583,124.022,"hip hop, pop, latin"
"Galantis","Runaway (U & I)",FALSE,2015,74,0.0469,126.008,"pop, Dance/Electronic"
"Rihanna","Bitch Better Have My Money",TRUE,2015,73,0.0621,102.99,"hip hop, pop, R&B"
"Zara Larsson","Lush Life",FALSE,2015,0,0.0536,98.024,"pop, Dance/Electronic"
"One Direction","Drag Me Down",FALSE,2015,79,0.0369,138.113,"pop"
"Travis Scott","Antidote",TRUE,2015,73,0.032,131.05,"hip hop, Dance/Electronic"
"Years & Years","King",FALSE,2015,0,0.0388,119.977,"pop, Dance/Electronic"
"Demi Lovato","Confident",TRUE,2015,64,0.0677,130.064,"pop"
"Lemaitre","Closer",FALSE,2017,59,0.0337,91.977,"pop"
"Selena Gomez","Same Old Love",FALSE,2015,69,0.0304,98.02,"pop"
"Pia Mia","Do It Again",TRUE,2015,72,0.047,95.95,"pop, R&B"
"Flo Rida","My House",FALSE,2015,76,0.0499,94.006,"hip hop, pop"
"Silentó","Watch Me (Whip / Nae Nae)",FALSE,2015,0,0.134,139.982,"hip hop"
"Chris Brown","Ayo",TRUE,2015,71,0.0443,98.031,"hip hop, pop, R&B"
"The Strumbellas","Spirits",FALSE,2016,71,0.0265,80.529,"rock, Folk/Acoustic, pop"
"Fetty Wap","Trap Queen",TRUE,2015,68,0.128,148.075,"hip hop, pop"
"Beyoncé","7/11",FALSE,2014,69,0.126,136.024,"pop, R&B"
"Lana Del Rey","High By The Beach",TRUE,2015,67,0.0346,131.988,"pop"
"Zara Larsson","Never Forget You",FALSE,2017,73,0.0457,145.992,"pop, Dance/Electronic"
"Jeremih","oui",FALSE,2015,77,0.0964,78.521,"hip hop, pop, R&B"
"Drake","Hotline Bling",FALSE,2016,77,0.0551,134.966,"hip hop, pop, R&B"
"Selena Gomez","Kill Em With Kindness",FALSE,2015,64,0.0404,120.012,"pop"
"Birdy","Let It All Go",FALSE,2015,68,0.0302,107.005,"pop"
"Fetty Wap","679 (feat. Remy Boyz)",TRUE,2015,74,0.318,190.05,"hip hop, pop"
"The Weeknd","Can't Feel My Face",FALSE,2015,79,0.0425,107.949,"pop, R&B"
"SAYGRACE","You Don't Own Me (feat. G-Eazy)",FALSE,2015,55,0.102,186.394,"pop, R&B"
"X Ambassadors","Renegades",FALSE,2015,75,0.0905,90.052,"hip hop, rock, pop"
"R. City","Locked Away (feat. Adam Levine)",FALSE,2015,77,0.0678,118.413,"pop"
"Kygo","Stole the Show",FALSE,2016,74,0.226,100.034,"pop, Dance/Electronic"
"Tame Impala","The Less I Know The Better",TRUE,2015,83,0.0284,116.879,"metal"
"Selena Gomez","Good For You",TRUE,2015,0,0.0652,88.928,"pop"
"Fetty Wap","My Way (feat. Monty)",TRUE,2015,55,0.0531,128.077,"hip hop, pop"
"Hozier","Take Me To Church",FALSE,2014,81,0.0464,128.945,"Folk/Acoustic, pop"
"Taylor Swift","Style",FALSE,2014,77,0.0402,94.933,"pop"
"Alessia Cara","Here",FALSE,2015,0,0.163,120.892,"pop, R&B"
"Sam Smith","Writing's On The Wall - From ""Spectre"" Soundtrack",FALSE,2015,66,0.0339,81.418,"pop"
"David Guetta","Bang My Head (feat. Sia & Fetty Wap)",FALSE,2015,47,0.0789,108.061,"hip hop, pop, Dance/Electronic"
"Meek Mill","All Eyes on You (feat. Chris Brown & Nicki Minaj)",TRUE,2015,68,0.203,77.521,"hip hop, pop"
"Big Sean","I Don't Fuck With You",TRUE,2015,75,0.0613,97.972,"hip hop, pop"
"Kygo","Firestone",FALSE,2016,76,0.0428,113.927,"pop, Dance/Electronic"
"Drake","Jumpman",TRUE,2015,0,0.202,142.079,"hip hop, pop, R&B"
"Petit Biscuit","Sunset Lover",FALSE,2015,71,0.0503,90.838,"Dance/Electronic"
"Shawn Mendes","Stitches",FALSE,2015,78,0.0676,149.882,"pop"
"Flo Rida","I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",FALSE,2015,67,0.141,118.004,"hip hop, pop"
"Selena Gomez","The Heart Wants What It Wants",FALSE,2014,64,0.0377,83.066,"pop"
"Jack Ü","Where Are Ü Now (with Justin Bieber)",FALSE,2015,74,0.0567,139.432,"pop, Dance/Electronic"
"Ellie Goulding","On My Mind",FALSE,2015,0,0.0522,154.943,"pop, rock, Dance/Electronic"
"Bryson Tiller","Don't",TRUE,2015,78,0.195,96.991,"hip hop, pop, R&B"
"Rich Homie Quan","Flex (Ooh, Ooh, Ooh)",TRUE,2015,1,0.0496,163.993,"hip hop, pop"
"Joel Adams","Please Don't Go",FALSE,2015,71,0.0587,84.264,"R&B"
"Zedd","I Want You To Know",FALSE,2015,0,0.0659,130.003,"hip hop, pop, Dance/Electronic"
"Jonas Blue","Fast Car",FALSE,2015,67,0.052,113.945,"pop, Dance/Electronic"
"BØRNS","Electric Love",FALSE,2015,0,0.0889,120.063,"rock, pop"
"Sigala","Easy Love",FALSE,2018,66,0.0631,123.976,"pop, Dance/Electronic"
"Justin Bieber","Sorry",FALSE,2015,80,0.045,99.945,"pop"
"Ariana Grande","One Last Time",FALSE,2014,79,0.0323,125.026,"pop"
"Little Mix","Black Magic",FALSE,2015,1,0.0619,111.987,"pop"
"One Direction","Perfect",FALSE,2015,77,0.0762,99.933,"pop"
"Years & Years","Shine",FALSE,2015,55,0.0349,108.002,"pop, Dance/Electronic"
"Meghan Trainor","Lips Are Movin",FALSE,2015,70,0.0464,139.091,"pop"
"Nicky Jam","El Perdón - Forgiveness",FALSE,2017,51,0.0357,90.013,"latin"
"The Weeknd","Starboy",TRUE,2016,0,0.282,186.054,"pop, R&B"
"Drake","One Dance",FALSE,2016,84,0.0536,103.967,"hip hop, pop, R&B"
"Justin Bieber","Love Yourself",FALSE,2015,0,0.438,100.418,"pop"
"The Chainsmokers","Closer",FALSE,2016,83,0.0338,95.01,"pop, Dance/Electronic"
"Adele","Hello",FALSE,2015,1,0.0342,157.98,"pop, R&B"
"Desiigner","Panda",TRUE,2016,70,0.449,144.833,"hip hop, pop"
"Burak Yeter","Tuesday (feat. Danelle Sandoval)",FALSE,2016,72,0.0688,99.002,"Dance/Electronic"
"Sia","Cheap Thrills (feat. Sean Paul)",FALSE,2016,67,0.215,89.972,"pop"
"OneRepublic","Wherever I Go",FALSE,2016,70,0.0425,99.961,"pop"
"Rihanna","Work",TRUE,2016,75,0.0946,91.974,"hip hop, pop, R&B"
"Coldplay","Hymn for the Weekend",FALSE,2015,82,0.0377,90.027,"rock, pop"
"Justin Timberlake","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",FALSE,2016,76,0.0751,113.03,"pop"
"WILLOW","Wait a Minute!",FALSE,2015,86,0.0278,101.003,"pop, R&B, Dance/Electronic"
"Desiigner","Tiimmy Turner",TRUE,2016,67,0.0393,122.803,"hip hop, pop"
"G-Eazy","Me, Myself & I",TRUE,2015,77,0.0959,111.995,"hip hop, pop"
"David Guetta","This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)",FALSE,2016,68,0.0488,110.169,"hip hop, pop, Dance/Electronic"
"Astrid S","Hurts So Good",FALSE,2016,0,0.049,120.036,"rock, pop, Dance/Electronic"
"Lil Wayne","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",TRUE,2016,75,0.317,169.021,"hip hop, pop"
"Twenty One Pilots","Heathens",FALSE,2016,80,0.0286,90.024,"rock"
"Future","Low Life (feat. The Weeknd)",TRUE,2016,74,0.0726,143.961,"hip hop, pop"
"Galantis","No Money",FALSE,2016,67,0.0397,126.01,"pop, Dance/Electronic"
"The Chainsmokers","Don't Let Me Down",FALSE,2016,79,0.172,159.803,"pop, Dance/Electronic"
"Tinie Tempah","Girls Like (feat. Zara Larsson)",TRUE,2016,62,0.049,120.028,"hip hop, pop, Dance/Electronic"
"Alok","Hear Me Now",FALSE,2016,51,0.0419,121.996,"pop, Dance/Electronic"
"Jon Bellion","All Time Low",TRUE,2016,70,0.0828,90.246,"hip hop, pop"
"Cheat Codes","Sex",FALSE,2016,0,0.171,102.42,"pop, Dance/Electronic"
"Meghan Trainor","NO",FALSE,2017,69,0.213,92.134,"pop"
"Dua Lipa","Hotter Than Hell",FALSE,2017,65,0.0908,110.127,"pop"
"Martin Garrix","In the Name of Love",FALSE,2016,76,0.0409,133.99,"pop, Dance/Electronic"
"Alan Walker","Faded",FALSE,2018,78,0.0476,179.642,"Dance/Electronic"
"Tove Lo","Cool Girl",TRUE,2016,0,0.111,101.983,"pop, Dance/Electronic"
"DJ Snake","Let Me Love You",FALSE,2016,81,0.0349,99.988,"hip hop, pop, Dance/Electronic"
"Calvin Harris","This Is What You Came For (feat. Rihanna)",FALSE,2016,79,0.0332,123.962,"hip hop, pop, Dance/Electronic"
"Mike Posner","I Took A Pill In Ibiza - Seeb Remix",TRUE,2016,77,0.111,101.969,"hip hop, pop, Dance/Electronic"
"Kevin Gates","2 Phones",TRUE,2016,69,0.358,121.918,"hip hop, pop"
"Rihanna","Needed Me",TRUE,2016,80,0.244,110.898,"hip hop, pop, R&B"
"Ariana Grande","Side To Side",TRUE,2016,0,0.247,159.145,"pop"
"Marshmello","Alone",FALSE,2016,71,0.0343,141.99,"pop, Dance/Electronic"
"Shawn Mendes","I Know What You Did Last Summer",FALSE,2015,73,0.0876,113.939,"pop"
"Calvin Harris","My Way",FALSE,2016,74,0.0426,119.986,"hip hop, pop, Dance/Electronic"
"Fitz and The Tantrums","HandClap",FALSE,2016,64,0.0427,139.956,"pop, rock"
"Twenty One Pilots","Ride",FALSE,2015,80,0.0393,74.989,"rock"
"Ariana Grande","Dangerous Woman",FALSE,2016,0,0.0385,134.052,"pop"
"Anne-Marie","Alarm",TRUE,2016,57,0.232,146.928,"pop, Dance/Electronic"
"Charlie Puth","We Don't Talk Anymore (feat. Selena Gomez)",FALSE,2016,79,0.134,100.017,"pop"
"AlunaGeorge","I'm In Control",FALSE,2016,0,0.0346,104.013,"pop, Dance/Electronic"
"Enrique Iglesias","DUELE EL CORAZON (feat. Wisin)",FALSE,2016,68,0.103,91.03,"pop, latin"
"MNEK","Never Forget You",FALSE,2015,45,0.0457,145.992,"Dance/Electronic"
"Mike Perry","The Ocean (feat. Shy Martin)",FALSE,2016,70,0.029,90.037,"pop, Dance/Electronic"
"Drake","Hotline Bling",FALSE,2016,0,0.0587,134.96,"hip hop, pop, R&B"
"Ariana Grande","Into You",FALSE,2016,3,0.107,107.853,"pop"
"Shawn Mendes","Treat You Better",FALSE,2017,82,0.341,82.695,"pop"
"Tory Lanez","Say It",TRUE,2016,73,0.0583,107.331,"hip hop, pop, R&B"
"Coldplay","Adventure of a Lifetime",FALSE,2015,76,0.036,111.995,"rock, pop"
"Kungs","This Girl - Kungs Vs. Cookin' On 3 Burners",FALSE,2016,0,0.0383,121.969,"pop, Dance/Electronic"
"SAYGRACE","You Don't Own Me (feat. G-Eazy)",FALSE,2016,69,0.0898,186.249,"pop, R&B"
"DNCE","Cake By The Ocean",TRUE,2016,79,0.0517,119.002,"pop"
"99 Souls","The Girl Is Mine",FALSE,2016,55,0.0397,118.991,"Dance/Electronic"
"Illy","Papercuts (feat. Vera Blue)",FALSE,2016,51,0.249,191.863,"hip hop, pop, Dance/Electronic"
"Kiiara","Gold",FALSE,2015,55,0.344,113.049,"rock, pop, Dance/Electronic"
"Kygo","Stole the Show",FALSE,2016,0,0.171,99.886,"pop, Dance/Electronic"
"Fifth Harmony","Work from Home (feat. Ty Dolla $ign)",FALSE,2016,75,0.0432,105.017,"pop"
"Drake","Pop Style",TRUE,2016,63,0.123,133.053,"hip hop, pop, R&B"
"ZAYN","PILLOWTALK",TRUE,2016,59,0.0496,124.909,"pop, Dance/Electronic"
"Alessia Cara","Here",FALSE,2016,66,0.104,120.493,"pop, R&B"
"DJ Snake","Middle",FALSE,2016,0,0.0436,104.981,"hip hop, pop, Dance/Electronic"
"Sigala","Sweet Lovin' - Radio Edit",FALSE,2015,46,0.0515,124.977,"pop, Dance/Electronic"
"Drake","Jumpman",TRUE,2015,72,0.187,142.079,"hip hop, pop, R&B"
"Charlie Puth","Dangerously",FALSE,2016,62,0.0366,112.291,"pop"
"Nick Jonas","Close",FALSE,2016,69,0.082,123.996,"pop"
"Jonas Blue","Perfect Strangers",FALSE,2016,0,0.0487,117.986,"pop, Dance/Electronic"
"Major Lazer","Cold Water (feat. Justin Bieber & MØ)",FALSE,2016,0,0.0432,92.943,"hip hop, pop, Dance/Electronic"
"The Chainsmokers","Roses",FALSE,2015,73,0.0561,100.001,"pop, Dance/Electronic"
"Tory Lanez","LUV",TRUE,2016,0,0.114,95.109,"hip hop, pop, R&B"
"P!nk","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",FALSE,2016,68,0.148,162.958,"pop"
"Steve Aoki","Just Hold On",FALSE,2016,63,0.0824,114.991,"hip hop, pop, Dance/Electronic"
"Clean Bandit","Tears (feat. Louisa Johnson)",FALSE,2016,60,0.0446,130.037,"pop, Dance/Electronic"
"Jonas Blue","Fast Car",FALSE,2015,1,0.0785,113.901,"pop, Dance/Electronic"
"Flume","Never Be Like You",TRUE,2016,0,0.0624,116.838,"Dance/Electronic"
"Bastille","Good Grief",FALSE,2016,65,0.0653,120.041,"pop, rock"
"Sia","The Greatest (feat. Kendrick Lamar)",FALSE,2016,68,0.266,191.944,"pop"
"PARTYNEXTDOOR","Not Nice",FALSE,2016,62,0.0804,128.06,"hip hop, pop, R&B"
"Garrett Nash","i hate u, i love u (feat. olivia o'brien)",TRUE,2016,77,0.3,92.6,"hip hop, pop"
"Hilltop Hoods","1955",FALSE,2016,63,0.0695,84.044,"hip hop, pop"
"Fifth Harmony","All In My Head (Flex) (feat. Fetty Wap)",FALSE,2016,62,0.053,95.04,"pop"
"Daya","Sit Still, Look Pretty",FALSE,2016,1,0.274,181.994,"rock, pop, Dance/Electronic"
"Kent Jones","Don't Mind",TRUE,2016,63,0.336,158.777,"hip hop"
"Flume","Say It",TRUE,2016,53,0.0322,75.255,"Dance/Electronic"
"Bryson Tiller","Exchange",TRUE,2015,76,0.185,160.108,"hip hop, pop, R&B"
"MØ","Final Song",FALSE,2016,66,0.0345,104.988,"pop, Dance/Electronic"
"Beyoncé","Sorry",TRUE,2016,67,0.0535,129.988,"pop, R&B"
"Little Mix","Shout Out to My Ex",FALSE,2017,1,0.0889,126.014,"pop"
"The Lumineers","Ophelia",FALSE,2016,0,0.0286,76.026,"pop, Folk/Acoustic"
"Frank Ocean","Pink + White",FALSE,2016,79,0.0991,159.738,"hip hop, pop, R&B"
"Drake","Too Good",TRUE,2016,74,0.104,117.996,"hip hop, pop, R&B"
"Ed Sheeran","Shape of You",FALSE,2017,84,0.0802,95.977,"pop"
"Sean Paul","No Lie",FALSE,2018,84,0.117,102.04,"hip hop, pop"
"Luis Fonsi","Despacito (Featuring Daddy Yankee)",FALSE,2017,0,0.17,177.833,"pop, latin"
"Sam Smith","Too Good At Goodbyes",FALSE,2017,79,0.0432,91.873,"pop"
"Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)",FALSE,2016,75,0.0523,101.965,"pop, Dance/Electronic"
"Camila Cabello","Havana (feat. Young Thug)",FALSE,2017,1,0.0312,104.992,"pop"
"Imagine Dragons","Thunder",FALSE,2017,1,0.0479,167.88,"rock"
"Maroon 5","Don't Wanna Know (feat. Kendrick Lamar)",FALSE,2018,68,0.0696,100.047,"pop"
"The Chainsmokers","Something Just Like This",FALSE,2017,83,0.0317,103.019,"pop, Dance/Electronic"
"Ed Sheeran","Perfect",FALSE,2017,85,0.0232,95.05,"pop"
"MGMT","Little Dark Age",FALSE,2018,81,0.0385,97.512,"rock"
"Travis Scott","goosebumps",TRUE,2016,83,0.0484,130.049,"hip hop, Dance/Electronic"
"Billie Eilish","Bored",FALSE,2017,84,0.0478,119.959,"pop, Dance/Electronic"
"Future","Mask Off",TRUE,2017,79,0.431,150.062,"hip hop, pop"
"G-Eazy","Him & I",TRUE,2017,0,0.0868,87.908,"hip hop, pop"
"Maroon 5","Cold (feat. Future)",TRUE,2017,0,0.113,99.905,"pop"
"Rae Sremmurd","Swang",TRUE,2016,75,0.0581,139.992,"hip hop, pop"
"Lil Peep","Save That Shit",TRUE,2017,77,0.0288,105.997,"hip hop"
"A$AP Ferg","Plain Jane",TRUE,2017,74,0.275,170.142,"hip hop, pop"
"French Montana","Unforgettable",TRUE,2017,82,0.123,97.985,"hip hop, pop"
"21 Savage","Bank Account",TRUE,2017,74,0.35,75.016,"hip hop"
"Axwell /\ Ingrosso","More Than You Know",FALSE,2017,0,0.0339,123.07,"pop, Dance/Electronic"
"ZAYN","Dusk Till Dawn (feat. Sia) - Radio Edit",FALSE,2017,77,0.0386,180.042,"pop, Dance/Electronic"
"J Balvin","Mi Gente",FALSE,2017,53,0.0914,104.237,"latin"
"Jax Jones","You Don't Know Me - Radio Edit",TRUE,2016,1,0.138,124.007,"hip hop, pop, Dance/Electronic"
"Rae Sremmurd","Black Beatles",TRUE,2016,75,0.0649,145.926,"hip hop, pop"
"Zara Larsson","Ain't My Fault",FALSE,2017,67,0.0296,141.153,"pop, Dance/Electronic"
"Travis Scott","BUTTERFLY EFFECT",FALSE,2017,0,0.0539,140.987,"hip hop, Dance/Electronic"
"Ayo & Teo","Rolex",FALSE,2017,69,0.04,144.946,"hip hop, pop"
"Lil Uzi Vert","XO Tour Llif3",TRUE,2017,81,0.231,155.096,"hip hop"
"Imagine Dragons","Whatever It Takes",FALSE,2017,80,0.0311,134.945,"rock"
"Jason Derulo","Swalla (feat. Nicki Minaj & Ty Dolla $ign)",TRUE,2017,75,0.109,98.064,"hip hop, pop"
"G-Eazy","No Limit",TRUE,2017,0,0.244,175.957,"hip hop, pop"
"Playboi Carti","Magnolia",TRUE,2017,77,0.286,162.991,"hip hop"
"Chord Overstreet","Hold On",FALSE,2017,80,0.0526,119.949,"pop, Folk/Acoustic"
"Jax Jones","Breathe",FALSE,2017,58,0.0363,125.985,"hip hop, pop, Dance/Electronic"
"Imagine Dragons","Believer",FALSE,2017,1,0.108,124.982,"rock"
"Natti Natasha","Criminal",FALSE,2017,74,0.0561,79.997,"pop, latin"
"Kendrick Lamar","HUMBLE.",TRUE,2017,0,0.0903,150.018,"hip hop"
"Selena Gomez","Fetish (feat. Gucci Mane)",FALSE,2017,69,0.0592,123.013,"pop"
"Charlie Puth","Attention",FALSE,2017,0,0.0432,100.041,"pop"
"Big Shaq","Man's Not Hot",FALSE,2017,62,0.236,135.048,"pop, Dance/Electronic"
"Anne-Marie","Ciao Adios",FALSE,2017,57,0.0863,106.083,"pop, Dance/Electronic"
"Rag'n'Bone Man","Human",FALSE,2017,76,0.302,75.087,"R&B"
"blackbear","do re mi",TRUE,2017,4,0.0526,111.002,"hip hop, pop, Dance/Electronic"
"Lil Pump","Gucci Gang",TRUE,2017,64,0.0597,119.889,"hip hop"
"Taylor Swift","Look What You Made Me Do",FALSE,2017,76,0.123,128.07,"pop"
"Enrique Iglesias","SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)",FALSE,2017,70,0.0537,91.011,"pop, latin"
"Kodak Black","Tunnel Vision",TRUE,2017,51,0.294,171.853,"hip hop"
"Kendrick Lamar","DNA.",TRUE,2017,0,0.36,139.928,"hip hop"
"A Boogie Wit da Hoodie","Drowning (feat. Kodak Black)",TRUE,2017,0,0.0568,129.014,"hip hop"
"XXXTENTACION","Jocelyn Flores",TRUE,2017,83,0.242,134.021,"hip hop"
"Migos","Bad and Boujee (feat. Lil Uzi Vert)",TRUE,2017,72,0.244,127.079,"hip hop, pop"
"Yo Gotti","Rake It Up (feat. Nicki Minaj)",TRUE,2017,67,0.344,149.953,"hip hop, pop"
"Martin Garrix","Scared to Be Lonely",FALSE,2017,77,0.0576,137.972,"pop, Dance/Electronic"
"Jonas Blue","Mama",FALSE,2017,51,0.0418,104.016,"pop, Dance/Electronic"
"Martin Jensen","Solo Dance",FALSE,2016,0,0.0507,114.965,"pop, Dance/Electronic"
"Taylor Swift","...Ready For It?",FALSE,2017,73,0.136,160.015,"pop"
"David Guetta","2U (feat. Justin Bieber)",FALSE,2017,67,0.0591,144.937,"hip hop, pop, Dance/Electronic"
"Migos","Slippery (feat. Gucci Mane)",TRUE,2017,68,0.263,141.967,"hip hop, pop"
"Shawn Mendes","There's Nothing Holdin' Me Back",FALSE,2017,0,0.0583,121.996,"pop"
"G-Eazy","Good Life (with G-Eazy & Kehlani)",FALSE,2017,63,0.233,168.073,"hip hop, pop"
"The Vamps","All Night",FALSE,2017,73,0.0358,144.992,"pop"
"Dua Lipa","New Rules",FALSE,2017,61,0.0691,116.01,"pop"
"Cardi B","Bodak Yellow",TRUE,2017,59,0.109,125.022,"hip hop, pop"
"Rag'n'Bone Man","Skin",FALSE,2017,67,0.31,170.661,"R&B"
"Zara Larsson","I Would Like",FALSE,2017,57,0.0524,121.028,"pop, Dance/Electronic"
"DJ Khaled","Wild Thoughts (feat. Rihanna & Bryson Tiller)",TRUE,2017,72,0.0688,97.979,"hip hop, pop"
"Post Malone","Congratulations",TRUE,2016,81,0.0363,123.146,"hip hop"
"Avicii","Without You (feat. Sandro Cavazza)",TRUE,2017,77,0.0428,133.993,"pop, Dance/Electronic"
"Clean Bandit","Symphony (feat. Zara Larsson)",FALSE,2017,0,0.043,122.95,"pop, Dance/Electronic"
"Katy Perry","Chained To The Rhythm",FALSE,2017,69,0.112,95.029,"pop"
"Zay Hilfigerrr","Juju on That Beat (TZ Anthem)",FALSE,2016,57,0.275,160.517,"set()"
"Calvin Harris","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",TRUE,2017,79,0.0571,101.018,"hip hop, pop, Dance/Electronic"
"Migos","T-Shirt",TRUE,2017,64,0.217,139.023,"hip hop, pop"
"OneRepublic","Rich Love (with Seeb)",FALSE,2017,64,0.314,104.592,"pop"
"Maggie Lindemann","Pretty Girl - Cheat Codes X CADE Remix",TRUE,2017,61,0.0291,121.03,"rock, pop"
"Macklemore","Glorious (feat. Skylar Grey)",TRUE,2017,74,0.0522,139.994,"hip hop, pop"
"Hayden James","NUMB",TRUE,2019,47,0.0431,147.932,"pop, Dance/Electronic"
"Liam Payne","Strip That Down",FALSE,2017,1,0.0545,106.028,"pop"
"Drake","Passionfruit",TRUE,2017,0,0.0396,111.98,"hip hop, pop, R&B"
"Justin Bieber","Friends (with BloodPop®)",FALSE,2017,0,0.0387,104.99,"pop"
"ZAYN","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",FALSE,2016,0,0.0585,117.973,"pop, Dance/Electronic"
"Alessia Cara","Scars To Your Beautiful",FALSE,2016,76,0.272,194.169,"pop, R&B"
"2 Chainz","It's A Vibe",TRUE,2017,71,0.148,73.003,"hip hop, pop"
"Starley","Call on Me - Ryan Riback Remix",FALSE,2016,48,0.0362,105,"pop, Dance/Electronic"
"AJR","Weak",FALSE,2017,0,0.0429,123.98,"rock"
"Lana Del Rey","Lust for Life (with The Weeknd)",FALSE,2017,0,0.0582,99.979,"pop"
"CNCO","Reggaetón Lento (Remix)",FALSE,2017,0,0.0758,93.984,"pop, latin"
"The Vamps","Middle Of The Night",FALSE,2017,61,0.058,130.093,"pop"
"The Weeknd","I Feel It Coming",FALSE,2016,78,0.118,92.987,"pop, R&B"
"The Chainsmokers","Paris",FALSE,2017,73,0.0304,99.99,"pop, Dance/Electronic"
"Big Sean","Bounce Back",TRUE,2017,71,0.139,81.502,"hip hop, pop"
"Shawn Mendes","Mercy",FALSE,2017,0,0.0818,148.127,"pop"
"Avicii","Lonely Together (feat. Rita Ora)",FALSE,2017,53,0.0612,102.977,"pop, Dance/Electronic"
"Cheat Codes","No Promises (feat. Demi Lovato)",FALSE,2017,68,0.134,112.956,"pop, Dance/Electronic"
"Bruno Mars","24K Magic",FALSE,2016,78,0.0797,106.97,"pop"
"Lorde","Homemade Dynamite - REMIX",TRUE,2017,8,0.0764,106.996,"pop, Dance/Electronic"
"Kygo","It Ain't Me (with Selena Gomez)",FALSE,2017,75,0.0706,99.968,"pop, Dance/Electronic"
"Drake","God's Plan",TRUE,2018,81,0.109,77.169,"hip hop, pop, R&B"
"Post Malone","rockstar (feat. 21 Savage)",TRUE,2018,83,0.0712,159.801,"hip hop"
"Offset","Ric Flair Drip (with Metro Boomin)",TRUE,2017,80,0.206,100.007,"hip hop, pop"
"G-Eazy","Him & I (with Halsey)",TRUE,2017,75,0.0868,87.908,"hip hop, pop"
"Dynoro","In My Mind",FALSE,2018,78,0.149,125.905,"pop, Dance/Electronic"
"Juice WRLD","Lucid Dreams",TRUE,2018,84,0.2,83.903,"hip hop"
"Zedd","The Middle",FALSE,2018,80,0.0449,107.01,"hip hop, pop, Dance/Electronic"
"Marshmello","FRIENDS",TRUE,2018,78,0.0504,95.079,"pop, Dance/Electronic"
"Cardi B","I Like It",TRUE,2018,79,0.129,136.048,"hip hop, pop"
"XXXTENTACION","Moonlight",TRUE,2018,82,0.0804,128.009,"hip hop"
"Ariana Grande","no tears left to cry",FALSE,2018,77,0.0594,121.993,"pop"
"Sheck Wes","Mo Bamba",TRUE,2018,77,0.0315,146.034,"hip hop"
"Calvin Harris","One Kiss (with Dua Lipa)",FALSE,2018,81,0.11,123.994,"hip hop, pop, Dance/Electronic"
"Tyga","Taste (feat. Offset)",TRUE,2018,73,0.12,97.994,"hip hop, pop"
"Travis Scott","SICKO MODE",TRUE,2018,81,0.222,155.008,"hip hop, Dance/Electronic"
"Imagine Dragons","Natural",FALSE,2018,80,0.0409,100,"rock"
"DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",TRUE,2018,76,0.228,95.881,"hip hop, pop, Dance/Electronic"
"Marshmello","Spotlight",FALSE,2018,71,0.151,150.06,"pop, Dance/Electronic"
"The Weeknd","Pray For Me (with Kendrick Lamar)",TRUE,2018,69,0.093,100.584,"pop, R&B"
"Billie Eilish","lovely (with Khalid)",FALSE,2018,86,0.0333,115.284,"pop, Dance/Electronic"
"Migos","Walk It Talk It",TRUE,2018,75,0.184,145.914,"hip hop, pop"
"Clean Bandit","Solo (feat. Demi Lovato)",FALSE,2018,71,0.0437,105.005,"pop, Dance/Electronic"
"Drake","Nonstop",TRUE,2018,77,0.123,154.983,"hip hop, pop, R&B"
"6ix9ine","FEFE",TRUE,2018,42,0.412,125.978,"hip hop"
"The Weeknd","Call Out My Name",FALSE,2018,80,0.0356,134.17,"pop, R&B"
"Nio Garcia","Te Boté - Remix",TRUE,2018,76,0.214,96.507,"latin"
"Migos","MotorSport",TRUE,2018,72,0.183,137.996,"hip hop, pop"
"Nicky Jam","X",FALSE,2019,74,0.056,179.968,"latin"
"XXXTENTACION","SAD!",TRUE,2018,82,0.145,75.023,"hip hop"
"Becky G","Sin Pijama",FALSE,2018,69,0.0464,94.014,"pop, latin"
"Machine Gun Kelly","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",FALSE,2017,71,0.213,82.034,"hip hop, pop"
"6ix9ine","GUMMO",TRUE,2018,63,0.172,157.036,"hip hop"
"The Chainsmokers","Sick Boy",FALSE,2018,69,0.0531,89.996,"pop, Dance/Electronic"
"Jay Rock","King's Dead (with Kendrick Lamar, Future & James Blake)",TRUE,2018,71,0.299,137.133,"hip hop, pop"
"Rich The Kid","Plug Walk",TRUE,2018,72,0.143,94.981,"hip hop, pop"
"Kendrick Lamar","All The Stars (with SZA)",TRUE,2018,80,0.0597,96.924,"hip hop"
"Logic","Everyday",TRUE,2018,69,0.0378,149.908,"hip hop, pop"
