artist,song,explicit,year,popularity,speechiness,tempo
The Chainsmokers,Closer,FALSE,2016,83,0.0338,95.01
Adele,Hello,FALSE,2015,1,0.0342,157.98
Desiigner,Panda,TRUE,2016,70,0.449,144.833
Burak Yeter,Tuesday (feat. Danelle Sandoval),FALSE,2016,72,0.0688,99.002
Sia,Cheap Thrills (feat. Sean Paul),FALSE,2016,67,0.215,89.972
OneRepublic,Wherever I Go,FALSE,2016,70,0.0425,99.961
Rihanna,Work,TRUE,2016,75,0.0946,91.974
Coldplay,Hymn for the Weekend,FALSE,2015,82,0.0377,90.027
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",FALSE,2016,76,0.0751,113.03
WILLOW,Wait a Minute!,FALSE,2015,86,0.0278,101.003
Desiigner,Tiimmy Turner,TRUE,2016,67,0.0393,122.803
G-Eazy,"Me, Myself & I",TRUE,2015,77,0.0959,111.995
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),FALSE,2016,68,0.0488,110.169
Astrid S,Hurts So Good,FALSE,2016,0,0.049,120.036
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",TRUE,2016,75,0.317,169.021
Twenty One Pilots,Heathens,FALSE,2016,80,0.0286,90.024
Future,Low Life (feat. The Weeknd),TRUE,2016,74,0.0726,143.961
Galantis,No Money,FALSE,2016,67,0.0397,126.01
The Chainsmokers,Don't Let Me Down,FALSE,2016,79,0.172,159.803
Tinie Tempah,Girls Like (feat. Zara Larsson),TRUE,2016,62,0.049,120.028
Alok,Hear Me Now,FALSE,2016,51,0.0419,121.996
Jon Bellion,All Time Low,TRUE,2016,70,0.0828,90.246
Cheat Codes,Sex,FALSE,2016,0,0.171,102.42
Meghan Trainor,NO,FALSE,2017,69,0.213,92.134
Dua Lipa,Hotter Than Hell,FALSE,2017,65,0.0908,110.127
Martin Garrix,In the Name of Love,FALSE,2016,76,0.0409,133.99
Alan Walker,Faded,FALSE,2018,78,0.0476,179.642
Tove Lo,Cool Girl,TRUE,2016,0,0.111,101.983
DJ Snake,Let Me Love You,FALSE,2016,81,0.0349,99.988
Calvin Harris,This Is What You Came For (feat. Rihanna),FALSE,2016,79,0.0332,123.962
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,TRUE,2016,77,0.111,101.969
Kevin Gates,2 Phones,TRUE,2016,69,0.358,121.918
Rihanna,Needed Me,TRUE,2016,80,0.244,110.898
Ariana Grande,Side To Side,TRUE,2016,0,0.247,159.145
Marshmello,Alone,FALSE,2016,71,0.0343,141.99
Shawn Mendes,I Know What You Did Last Summer,FALSE,2015,73,0.0876,113.939
Calvin Harris,My Way,FALSE,2016,74,0.0426,119.986
Fitz and The Tantrums,HandClap,FALSE,2016,64,0.0427,139.956
Twenty One Pilots,Ride,FALSE,2015,80,0.0393,74.989
Ariana Grande,Dangerous Woman,FALSE,2016,0,0.0385,134.052
Anne-Marie,Alarm,TRUE,2016,57,0.232,146.928
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),FALSE,2016,79,0.134,100.017
AlunaGeorge,I'm In Control,FALSE,2016,0,0.0346,104.013
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),FALSE,2016,68,0.103,91.03
MNEK,Never Forget You,FALSE,2015,45,0.0457,145.992
Mike Perry,The Ocean (feat. Shy Martin),FALSE,2016,70,0.029,90.037
Drake,Hotline Bling,FALSE,2016,0,0.0587,134.96
Ariana Grande,Into You,FALSE,2016,3,0.107,107.853
Shawn Mendes,Treat You Better,FALSE,2017,82,0.341,82.695
Tory Lanez,Say It,TRUE,2016,73,0.0583,107.331
Coldplay,Adventure of a Lifetime,FALSE,2015,76,0.036,111.995
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,FALSE,2016,0,0.0383,121.969
SAYGRACE,You Don't Own Me (feat. G-Eazy),FALSE,2016,69,0.0898,186.249
DNCE,Cake By The Ocean,TRUE,2016,79,0.0517,119.002
99 Souls,The Girl Is Mine,FALSE,2016,55,0.0397,118.991
Illy,Papercuts (feat. Vera Blue),FALSE,2016,51,0.249,191.863
Kiiara,Gold,FALSE,2015,55,0.344,113.049
Kygo,Stole the Show,FALSE,2016,0,0.171,99.886
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),FALSE,2016,75,0.0432,105.017
Drake,Pop Style,TRUE,2016,63,0.123,133.053
ZAYN,PILLOWTALK,TRUE,2016,59,0.0496,124.909
Alessia Cara,Here,FALSE,2016,66,0.104,120.493
DJ Snake,Middle,FALSE,2016,0,0.0436,104.981
Sigala,Sweet Lovin' - Radio Edit,FALSE,2015,46,0.0515,124.977
Drake,Jumpman,TRUE,2015,72,0.187,142.079
Charlie Puth,Dangerously,FALSE,2016,62,0.0366,112.291
Nick Jonas,Close,FALSE,2016,69,0.082,123.996
Jonas Blue,Perfect Strangers,FALSE,2016,0,0.0487,117.986
Major Lazer,Cold Water (feat. Justin Bieber & MØ),FALSE,2016,0,0.0432,92.943
The Chainsmokers,Roses,FALSE,2015,73,0.0561,100.001
Tory Lanez,LUV,TRUE,2016,0,0.114,95.109
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",FALSE,2016,68,0.148,162.958
Steve Aoki,Just Hold On,FALSE,2016,63,0.0824,114.991
Clean Bandit,Tears (feat. Louisa Johnson),FALSE,2016,60,0.0446,130.037
Jonas Blue,Fast Car,FALSE,2015,1,0.0785,113.901
Flume,Never Be Like You,TRUE,2016,0,0.0624,116.838
Bastille,Good Grief,FALSE,2016,65,0.0653,120.041
Sia,The Greatest (feat. Kendrick Lamar),FALSE,2016,68,0.266,191.944
PARTYNEXTDOOR,Not Nice,FALSE,2016,62,0.0804,128.06
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",TRUE,2016,77,0.3,92.6
Hilltop Hoods,1955,FALSE,2016,63,0.0695,84.044
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),FALSE,2016,62,0.053,95.04
Daya,"Sit Still, Look Pretty",FALSE,2016,1,0.274,181.994
Kent Jones,Don't Mind,TRUE,2016,63,0.336,158.777
Flume,Say It,TRUE,2016,53,0.0322,75.255
Bryson Tiller,Exchange,TRUE,2015,76,0.185,160.108
MØ,Final Song,FALSE,2016,66,0.0345,104.988
Beyoncé,Sorry,TRUE,2016,67,0.0535,129.988
Little Mix,Shout Out to My Ex,FALSE,2017,1,0.0889,126.014
The Lumineers,Ophelia,FALSE,2016,0,0.0286,76.026
Frank Ocean,Pink + White,FALSE,2016,79,0.0991,159.738
Drake,Too Good,TRUE,2016,74,0.104,117.996
Ed Sheeran,Shape of You,FALSE,2017,84,0.0802,95.977
Sean Paul,No Lie,FALSE,2018,84,0.117,102.04
Luis Fonsi,Despacito (Featuring Daddy Yankee),FALSE,2017,0,0.17,177.833
Sam Smith,Too Good At Goodbyes,FALSE,2017,79,0.0432,91.873
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),FALSE,2016,75,0.0523,101.965
Camila Cabello,Havana (feat. Young Thug),FALSE,2017,1,0.0312,104.992
Imagine Dragons,Thunder,FALSE,2017,1,0.0479,167.88
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),FALSE,2018,68,0.0696,100.047
The Chainsmokers,Something Just Like This,FALSE,2017,83,0.0317,103.019
Ed Sheeran,Perfect,FALSE,2017,85,0.0232,95.05
MGMT,Little Dark Age,FALSE,2018,81,0.0385,97.512
Travis Scott,goosebumps,TRUE,2016,83,0.0484,130.049
Billie Eilish,Bored,FALSE,2017,84,0.0478,119.959
Future,Mask Off,TRUE,2017,79,0.431,150.062
G-Eazy,Him & I,TRUE,2017,0,0.0868,87.908
Maroon 5,Cold (feat. Future),TRUE,2017,0,0.113,99.905
Rae Sremmurd,Swang,TRUE,2016,75,0.0581,139.992
Lil Peep,Save That Shit,TRUE,2017,77,0.0288,105.997
A$AP Ferg,Plain Jane,TRUE,2017,74,0.275,170.142
French Montana,Unforgettable,TRUE,2017,82,0.123,97.985
21 Savage,Bank Account,TRUE,2017,74,0.35,75.016
Axwell /\ Ingrosso,More Than You Know,FALSE,2017,0,0.0339,123.07
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,FALSE,2017,77,0.0386,180.042
J Balvin,Mi Gente,FALSE,2017,53,0.0914,104.237
Jax Jones,You Don't Know Me - Radio Edit,TRUE,2016,1,0.138,124.007
Rae Sremmurd,Black Beatles,TRUE,2016,75,0.0649,145.926
Zara Larsson,Ain't My Fault,FALSE,2017,67,0.0296,141.153
Travis Scott,BUTTERFLY EFFECT,FALSE,2017,0,0.0539,140.987
Ayo & Teo,Rolex,FALSE,2017,69,0.04,144.946
Lil Uzi Vert,XO Tour Llif3,TRUE,2017,81,0.231,155.096
Imagine Dragons,Whatever It Takes,FALSE,2017,80,0.0311,134.945
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),TRUE,2017,75,0.109,98.064
G-Eazy,No Limit,TRUE,2017,0,0.244,175.957
Playboi Carti,Magnolia,TRUE,2017,77,0.286,162.991
Chord Overstreet,Hold On,FALSE,2017,80,0.0526,119.949
Jax Jones,Breathe,FALSE,2017,58,0.0363,125.985
Imagine Dragons,Believer,FALSE,2017,1,0.108,124.982
Natti Natasha,Criminal,FALSE,2017,74,0.0561,79.997
Kendrick Lamar,HUMBLE.,TRUE,2017,0,0.0903,150.018
Selena Gomez,Fetish (feat. Gucci Mane),FALSE,2017,69,0.0592,123.013
Charlie Puth,Attention,FALSE,2017,0,0.0432,100.041
Big Shaq,Man's Not Hot,FALSE,2017,62,0.236,135.048
Anne-Marie,Ciao Adios,FALSE,2017,57,0.0863,106.083
Rag'n'Bone Man,Human,FALSE,2017,76,0.302,75.087
blackbear,do re mi,TRUE,2017,4,0.0526,111.002
Lil Pump,Gucci Gang,TRUE,2017,64,0.0597,119.889
Taylor Swift,Look What You Made Me Do,FALSE,2017,76,0.123,128.07
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),FALSE,2017,70,0.0537,91.011
Kodak Black,Tunnel Vision,TRUE,2017,51,0.294,171.853
Kendrick Lamar,DNA.,TRUE,2017,0,0.36,139.928
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),TRUE,2017,0,0.0568,129.014
XXXTENTACION,Jocelyn Flores,TRUE,2017,83,0.242,134.021
Migos,Bad and Boujee (feat. Lil Uzi Vert),TRUE,2017,72,0.244,127.079
Yo Gotti,Rake It Up (feat. Nicki Minaj),TRUE,2017,67,0.344,149.953
Martin Garrix,Scared to Be Lonely,FALSE,2017,77,0.0576,137.972
Jonas Blue,Mama,FALSE,2017,51,0.0418,104.016
Martin Jensen,Solo Dance,FALSE,2016,0,0.0507,114.965
Taylor Swift,...Ready For It?,FALSE,2017,73,0.136,160.015
David Guetta,2U (feat. Justin Bieber),FALSE,2017,67,0.0591,144.937
Migos,Slippery (feat. Gucci Mane),TRUE,2017,68,0.263,141.967
Shawn Mendes,There's Nothing Holdin' Me Back,FALSE,2017,0,0.0583,121.996
G-Eazy,Good Life (with G-Eazy & Kehlani),FALSE,2017,63,0.233,168.073
The Vamps,All Night,FALSE,2017,73,0.0358,144.992
Dua Lipa,New Rules,FALSE,2017,61,0.0691,116.01
Cardi B,Bodak Yellow,TRUE,2017,59,0.109,125.022
Rag'n'Bone Man,Skin,FALSE,2017,67,0.31,170.661
Zara Larsson,I Would Like,FALSE,2017,57,0.0524,121.028
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),TRUE,2017,72,0.0688,97.979
Post Malone,Congratulations,TRUE,2016,81,0.0363,123.146
Avicii,Without You (feat. Sandro Cavazza),TRUE,2017,77,0.0428,133.993
Clean Bandit,Symphony (feat. Zara Larsson),FALSE,2017,0,0.043,122.95
Katy Perry,Chained To The Rhythm,FALSE,2017,69,0.112,95.029
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),FALSE,2016,57,0.275,160.517
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",TRUE,2017,79,0.0571,101.018
Migos,T-Shirt,TRUE,2017,64,0.217,139.023
OneRepublic,Rich Love (with Seeb),FALSE,2017,64,0.314,104.592
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,TRUE,2017,61,0.0291,121.03
Macklemore,Glorious (feat. Skylar Grey),TRUE,2017,74,0.0522,139.994
Hayden James,NUMB,TRUE,2019,47,0.0431,147.932
Liam Payne,Strip That Down,FALSE,2017,1,0.0545,106.028
Drake,Passionfruit,TRUE,2017,0,0.0396,111.98
Justin Bieber,Friends (with BloodPop®),FALSE,2017,0,0.0387,104.99
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",FALSE,2016,0,0.0585,117.973
Alessia Cara,Scars To Your Beautiful,FALSE,2016,76,0.272,194.169
2 Chainz,It's A Vibe,TRUE,2017,71,0.148,73.003
Starley,Call on Me - Ryan Riback Remix,FALSE,2016,48,0.0362,105
AJR,Weak,FALSE,2017,0,0.0429,123.98
Lana Del Rey,Lust for Life (with The Weeknd),FALSE,2017,0,0.0582,99.979
CNCO,Reggaetón Lento (Remix),FALSE,2017,0,0.0758,93.984
The Vamps,Middle Of The Night,FALSE,2017,61,0.058,130.093
The Weeknd,I Feel It Coming,FALSE,2016,78,0.118,92.987
The Chainsmokers,Paris,FALSE,2017,73,0.0304,99.99
Big Sean,Bounce Back,TRUE,2017,71,0.139,81.502
Shawn Mendes,Mercy,FALSE,2017,0,0.0818,148.127
Avicii,Lonely Together (feat. Rita Ora),FALSE,2017,53,0.0612,102.977
Cheat Codes,No Promises (feat. Demi Lovato),FALSE,2017,68,0.134,112.956
Bruno Mars,24K Magic,FALSE,2016,78,0.0797,106.97
Lorde,Homemade Dynamite - REMIX,TRUE,2017,8,0.0764,106.996
Kygo,It Ain't Me (with Selena Gomez),FALSE,2017,75,0.0706,99.968
Drake,God's Plan,TRUE,2018,81,0.109,77.169
Post Malone,rockstar (feat. 21 Savage),TRUE,2018,83,0.0712,159.801
Offset,Ric Flair Drip (with Metro Boomin),TRUE,2017,80,0.206,100.007
G-Eazy,Him & I (with Halsey),TRUE,2017,75,0.0868,87.908
Dynoro,In My Mind,FALSE,2018,78,0.149,125.905
Juice WRLD,Lucid Dreams,TRUE,2018,84,0.2,83.903
Zedd,The Middle,FALSE,2018,80,0.0449,107.01
Marshmello,FRIENDS,TRUE,2018,78,0.0504,95.079
Cardi B,I Like It,TRUE,2018,79,0.129,136.048
XXXTENTACION,Moonlight,TRUE,2018,82,0.0804,128.009
Ariana Grande,no tears left to cry,FALSE,2018,77,0.0594,121.993
Sheck Wes,Mo Bamba,TRUE,2018,77,0.0315,146.034
Calvin Harris,One Kiss (with Dua Lipa),FALSE,2018,81,0.11,123.994
Tyga,Taste (feat. Offset),TRUE,2018,73,0.12,97.994
Travis Scott,SICKO MODE,TRUE,2018,81,0.222,155.008
Imagine Dragons,Natural,FALSE,2018,80,0.0409,100
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",TRUE,2018,76,0.228,95.881
Marshmello,Spotlight,FALSE,2018,71,0.151,150.06
The Weeknd,Pray For Me (with Kendrick Lamar),TRUE,2018,69,0.093,100.584
Billie Eilish,lovely (with Khalid),FALSE,2018,86,0.0333,115.284
Migos,Walk It Talk It,TRUE,2018,75,0.184,145.914
Clean Bandit,Solo (feat. Demi Lovato),FALSE,2018,71,0.0437,105.005
Drake,Nonstop,TRUE,2018,77,0.123,154.983
6ix9ine,FEFE,TRUE,2018,42,0.412,125.978
The Weeknd,Call Out My Name,FALSE,2018,80,0.0356,134.17
Nio Garcia,Te Boté - Remix,TRUE,2018,76,0.214,96.507
Migos,MotorSport,TRUE,2018,72,0.183,137.996
Nicky Jam,X,FALSE,2019,74,0.056,179.968
XXXTENTACION,SAD!,TRUE,2018,82,0.145,75.023
Becky G,Sin Pijama,FALSE,2018,69,0.0464,94.014
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",FALSE,2017,71,0.213,82.034
6ix9ine,GUMMO,TRUE,2018,63,0.172,157.036
The Chainsmokers,Sick Boy,FALSE,2018,69,0.0531,89.996
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",TRUE,2018,71,0.299,137.133
Rich The Kid,Plug Walk,TRUE,2018,72,0.143,94.981
Kendrick Lamar,All The Stars (with SZA),TRUE,2018,80,0.0597,96.924
Logic,Everyday,TRUE,2018,69,0.0378,149.908
Jason Derulo,Tip Toe (feat. French Montana),FALSE,2017,64,0.0714,98.062
Ariana Grande,God is a woman,TRUE,2018,78,0.0558,145.031
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,TRUE,2018,66,0.15,173.948
EO,German,FALSE,2018,67,0.0654,103.019
Dennis Lloyd,Nevermind,FALSE,2017,74,0.201,99.977
girl in red,we fell in love in october,FALSE,2018,82,0.028,129.959
Selena Gomez,Wolves,FALSE,2017,78,0.0448,124.987
Tiësto,Jackie Chan,TRUE,2018,72,0.045,128.005
Tom Walker,Leave a Light On,FALSE,2017,70,0.113,68.976
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",FALSE,2018,65,0.0589,94.968
Marshmello,Silence,FALSE,2017,80,0.0853,141.971
5 Seconds of Summer,Youngblood,FALSE,2018,69,0.463,120.274
Loud Luxury,Body (feat. brando),FALSE,2017,0,0.038,121.958
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),FALSE,2018,62,0.0331,113
NF,Let You Down,FALSE,2017,79,0.121,147.997
XXXTENTACION,changes,FALSE,2018,79,0.029,64.934
Maluma,Corazón (feat. Nego do Borel),FALSE,2018,69,0.247,198.075
Cardi B,Bodak Yellow,TRUE,2018,72,0.103,125.022
Lil Baby,Yes Indeed,TRUE,2018,79,0.53,119.957
Jonas Blue,Rise,FALSE,2018,70,0.0333,106.046
David Guetta,Flames,FALSE,2018,59,0.0385,93.95
Ozuna,Vaina Loca,FALSE,2018,72,0.0752,93.982
Charlie Puth,How Long,FALSE,2018,72,0.0778,109.974
Post Malone,Better Now,TRUE,2018,80,0.04,145.038
BlocBoy JB,Look Alive (feat. Drake),TRUE,2018,73,0.27,140.022
Eminem,River (feat. Ed Sheeran),TRUE,2017,72,0.516,90.09
Marshmello,Happier,FALSE,2018,82,0.0452,100.015
Dean Lewis,Be Alright,TRUE,2018,79,0.0362,126.684
Charlie Puth,Done for Me (feat. Kehlani),FALSE,2018,67,0.074,112.009
Migos,Stir Fry,TRUE,2018,72,0.269,181.982
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",TRUE,2018,68,0.331,203.911
Drake,In My Feelings,TRUE,2018,75,0.125,91.03
B Young,Jumanji,FALSE,2018,60,0.25,95.948
Charlie Puth,The Way I Am,FALSE,2018,64,0.186,114.966
Reik,Me Niego (feat. Ozuna & Wisin),FALSE,2018,1,0.0972,94.023
benny blanco,Eastside (with Halsey & Khalid),FALSE,2018,75,0.321,89.391
Luis Fonsi,Échame La Culpa,FALSE,2017,62,0.0417,95.989
MK,17,FALSE,2017,65,0.0689,122.029
Rita Ora,Anywhere,FALSE,2017,63,0.0596,106.93
Banx & Ranx,Answerphone (feat. Yxng Bane),FALSE,2018,56,0.0885,113.021
Ella Mai,Trip,FALSE,2018,72,0.144,79.882
Daddy Yankee,Dura,FALSE,2018,71,0.051,95.001
DJ Khaled,No Brainer,TRUE,2018,67,0.342,135.702
Anne-Marie,2002,FALSE,2018,80,0.117,96.133
Bruno Mars,Finesse - Remix; feat. Cardi B,FALSE,2017,74,0.0996,105.115
FINNEAS,Let's Fall in Love for the Night,TRUE,2018,71,0.104,127.921
Hugh Jackman,The Greatest Show,FALSE,2017,72,0.105,157.92
Halsey,Bad At Love,FALSE,2017,72,0.0296,118.384
Drake,I'm Upset,TRUE,2018,68,0.343,150.002
Camila Cabello,Never Be the Same,FALSE,2018,74,0.0747,129.923
M.O,Bad Vibe,FALSE,2018,54,0.0449,110.009
Dua Lipa,IDGAF,TRUE,2017,78,0.0943,97.028
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),FALSE,2018,56,0.0925,100.028
Bazzi,Mine,TRUE,2018,75,0.0722,142.929
Lil Dicky,Freaky Friday (feat. Chris Brown),TRUE,2018,70,0.224,133.123
Lauv,I Like Me Better,FALSE,2018,81,0.253,91.97
The Chainsmokers,This Feeling,FALSE,2018,73,0.0439,105.049
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,TRUE,2018,73,0.0505,124.959
Khalid,Love Lies (with Normani),FALSE,2018,73,0.0449,143.955
Drake,Nice For What,TRUE,2018,77,0.0707,93.372
Kendrick Lamar,LOVE. FEAT. ZACARI.,TRUE,2017,80,0.0924,126.058
Post Malone,Psycho (feat. Ty Dolla $ign),TRUE,2018,77,0.105,140.06
Lil Nas X,Old Town Road - Remix,FALSE,2019,79,0.102,136.041
Billie Eilish,bad guy,FALSE,2019,83,0.375,135.128
Shawn Mendes,Señorita,FALSE,2019,78,0.029,116.967
Ariana Grande,7 rings,TRUE,2019,83,0.334,140.048
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,FALSE,2019,79,0.0575,89.96
Gesaffelstein,Lost in the Fire (feat. The Weeknd),TRUE,2019,84,0.0363,100.966
Halsey,Without Me,TRUE,2018,77,0.0705,136.041
Regard,Ride It,FALSE,2019,81,0.0874,117.948
Lady Gaga,Shallow,FALSE,2018,82,0.0308,95.799
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),FALSE,2018,79,0.0671,114.066
Lewis Capaldi,Someone You Loved,FALSE,2019,84,0.0319,109.891
Jax Jones,All Day And Night,FALSE,2019,60,0.0897,121.908
Mustard,Pure Water (with Migos),TRUE,2019,75,0.127,202.015
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],TRUE,2019,0,0.42,120.08
Kodak Black,ZEZE (feat. Travis Scott & Offset),TRUE,2018,77,0.176,98.043
Daddy Yankee,Con Calma,FALSE,2019,79,0.0593,93.989
Alec Benjamin,Let Me Down Slowly,FALSE,2018,82,0.0318,150.073
BLACKPINK,Kill This Love,FALSE,2019,1,0.237,131.98
Offset,Clout (feat. Cardi B),TRUE,2019,68,0.0997,140.022
MEDUZA,Piece Of Your Heart,FALSE,2019,75,0.0295,124.08
Ed Sheeran,Antisocial (with Travis Scott),FALSE,2019,63,0.0495,151.957
Mabel,Mad Love,FALSE,2019,0,0.155,198.065
Lana Del Rey,Doin' Time,TRUE,2019,80,0.0355,144.982
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",TRUE,2019,70,0.228,95.881
A Boogie Wit da Hoodie,Look Back at It,TRUE,2018,73,0.0413,96.057
Saweetie,My Type,TRUE,2019,71,0.258,105.038
Lil Tecca,Ransom,TRUE,2019,78,0.287,179.974
Russ Millions,Keisha & Becky - Remix,TRUE,2019,69,0.478,140.969
Mabel,Don't Call Me Up,FALSE,2019,77,0.147,98.994
Lil Nas X,Old Town Road,FALSE,2019,76,0.127,135.998
Meek Mill,Going Bad (feat. Drake),TRUE,2018,78,0.0905,86.003
Post Malone,Wow.,TRUE,2019,79,0.208,99.96
Doja Cat,Juicy,TRUE,2019,57,0.0661,170.037
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),TRUE,2018,75,0.303,93.023
iann dior,emotions,FALSE,2019,72,0.0395,80.512
Paulo Londra,Adan y Eva,FALSE,2019,72,0.336,171.993
Drake,Money In The Grave (Drake ft. Rick Ross),TRUE,2019,76,0.046,100.541
Lil Nas X,Panini,FALSE,2019,71,0.0752,153.848
Bad Bunny,MIA (feat. Drake),FALSE,2018,77,0.0621,97.062
Polo G,Pop Out (feat. Lil Tjay),TRUE,2019,78,0.467,168.112
Juice WRLD,Robbery,TRUE,2019,53,0.0457,159.966
21 Savage,a lot,TRUE,2018,78,0.086,145.972
Young Thug,The London (feat. J. Cole & Travis Scott),TRUE,2019,69,0.147,97.981
Anuel AA,China,FALSE,2019,76,0.0882,105.027
Camila Cabello,Liar,FALSE,2019,65,0.0456,98.016
Flipp Dinero,Leave Me Alone,TRUE,2019,69,0.0851,150.024
Cardi B,Money,TRUE,2018,73,0.29,130.003
Ariana Grande,"break up with your girlfriend, i'm bored",TRUE,2019,76,0.0917,169.999
Dave,Location (feat. Burna Boy),TRUE,2019,78,0.297,109.979
Ava Max,Sweet but Psycho,FALSE,2018,7,0.0476,133.002
Dua Lipa,Don't Start Now,FALSE,2019,79,0.0842,123.941
Young T & Bugsey,Strike a Pose (feat. Aitch),TRUE,2019,61,0.101,137.776
Calvin Harris,Giant (with Rag'n'Bone Man),FALSE,2019,73,0.0361,122.015
Ed Sheeran,Take Me Back to London (feat. Stormzy),TRUE,2019,66,0.216,138.058
Cardi B,Please Me,TRUE,2019,73,0.081,133.992
Stormzy,Vossi Bop,TRUE,2019,64,0.339,188.115
Tones And I,Dance Monkey,FALSE,2019,78,0.0924,98.027
Ariana Grande,boyfriend (with Social House),TRUE,2019,77,0.461,190.097
Bad Bunny,Callaita,TRUE,2019,81,0.309,176.169
Ava Max,So Am I,FALSE,2019,4,0.0435,130.089
Pedro Capó,Calma - Remix,FALSE,2018,74,0.0524,126.899
J. Cole,MIDDLE CHILD,TRUE,2019,80,0.276,123.984
Lunay,Soltera - Remix,FALSE,2019,70,0.0432,92.01
Khalid,Better,FALSE,2018,70,0.0964,97.565
Blueface,Thotiana,TRUE,2018,1,0.269,104.025
DaBaby,Suge,TRUE,2019,72,0.426,75.445
AJ Tracey,Ladbroke Grove,FALSE,2019,69,0.208,133.986
Billie Eilish,bury a friend,FALSE,2019,75,0.332,120.046
BTS,Boy With Luv (feat. Halsey),FALSE,2019,35,0.0965,119.991
Wiley,Boasty (feat. Idris Elba),TRUE,2019,64,0.0669,102.958
Jonas Brothers,Only Human,FALSE,2019,71,0.0722,94.01
5 Seconds of Summer,Easier,FALSE,2019,1,0.221,175.813
Avicii,SOS (feat. Aloe Blacc),FALSE,2019,71,0.0715,100.001
"Tyler, The Creator",EARFQUAKE,TRUE,2019,80,0.0685,79.635
Ashley O,On A Roll,FALSE,2019,57,0.0906,125.011
Dominic Fike,3 Nights,FALSE,2018,78,0.0897,151.891
Sigala,Wish You Well,FALSE,2019,64,0.0575,124.975
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),TRUE,2019,69,0.155,98.985
Anuel AA,Secreto,FALSE,2019,75,0.126,91.987
Sam Feldt,Post Malone (feat. RANI),FALSE,2019,69,0.122,107.356
Kehlani,Nights Like This (feat. Ty Dolla $ign),TRUE,2019,74,0.15,146.163
Sech,Otro Trago,TRUE,2019,71,0.341,176.044
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),TRUE,2019,64,0.12,95.005
Lauv,i'm so tired...,FALSE,2019,2,0.203,102.211
iann dior,gone girl,TRUE,2019,69,0.0287,94.956
Panic! At The Disco,High Hopes,FALSE,2018,80,0.0618,82.014
Marshmello,One Thing Right,FALSE,2019,73,0.045,88.042
Sam Smith,How Do You Sleep?,FALSE,2019,73,0.0925,110.567
NSG,Options,TRUE,2020,57,0.0894,101.993
Normani,Motivation,FALSE,2019,71,0.0984,170.918
Joel Corry,Sorry,FALSE,2019,63,0.0562,125.002
Post Malone,Goodbyes (Feat. Young Thug),TRUE,2019,1,0.0745,150.231
Jonas Brothers,Sucker,FALSE,2019,79,0.0588,137.958
Taylor Swift,Cruel Summer,FALSE,2019,78,0.157,169.994
Blanco Brown,The Git Up,FALSE,2019,69,0.109,97.984
