artist,song,explicit,year,popularity,speechiness,tempo,loudness,acousticness,valence
J. Holiday,Bed,FALSE,2007,64,0.0504,127.901,-4.334,0.00128,0.346
Nickelback,Savin' Me,FALSE,2005,65,0.0276,164.007,-4.338,0.152,0.477
DEV,In The Dark,FALSE,2012,52,0.0672,124.954,-4.339,0.269,0.669
Armin van Buuren,This Is What It Feels Like,FALSE,2013,66,0.03,129.885,-4.341,0.0271,0.567
Rudimental,Feel the Love (feat. John Newman),FALSE,2013,64,0.0593,179.911,-4.343,0.0654,0.629
Snoop Dogg,Sweat - Remix,FALSE,2011,68,0.03,130.02,-4.348,0.0435,0.463
Backstreet Boys,Shape of My Heart,FALSE,2000,70,0.0296,96.102,-4.353,0.252,0.518
Martin Garrix,Animals - Radio Edit,FALSE,2013,0,0.0363,128.015,-4.364,0.00131,0.571
Ne-Yo,So Sick,FALSE,2006,75,0.31,92.791,-4.365,0.0155,0.332
Pedro Capó,Calma - Remix,FALSE,2018,74,0.0524,126.899,-4.368,0.533,0.925
"H ""two"" O",What's It Gonna Be (feat. Platnum),FALSE,2008,55,0.0341,139.61,-4.371,0.0659,0.452
OneRepublic,Secrets,FALSE,2009,74,0.0366,148.021,-4.371,0.0659,0.452
Lady A,Just A Kiss,FALSE,2011,63,0.0307,142.881,-4.372,0.0887,0.539
Fetty Wap,My Way (feat. Monty),TRUE,2015,55,0.0531,128.077,-4.373,0.0392,0.336
Drake,Jumpman,TRUE,2015,72,0.187,142.079,-4.378,0.255,0.739
Aaliyah,Rock The Boat,FALSE,2019,0,0.0336,92.988,-4.382,0.106,0.774
Steps,It's the Way You Make Me Feel,FALSE,2000,53,0.0239,105.006,-4.386,0.00281,0.637
Ed Sheeran,Thinking out Loud,FALSE,2014,81,0.0295,78.998,-4.389,0.00937,0.24
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",FALSE,2016,76,0.0751,113.03,-4.389,0.00937,0.24
Baauer,Harlem Shake,FALSE,2013,57,0.0483,137.825,-4.399,0.112,0.254
Halsey,Without Me,TRUE,2018,77,0.0705,136.041,-4.399,0.0476,0.582
Selena Gomez & The Scene,Naturally,FALSE,2009,63,0.0511,132.612,-4.41,0.000683,0.434
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,FALSE,2002,60,0.0502,114.999,-4.417,6.79E-05,0.484
Avant,Read Your Mind,FALSE,2003,56,0.0711,73.108,-4.419,0.0838,0.973
Enrique Iglesias,Not In Love - Radio Mix,FALSE,2003,37,0.0395,117.021,-4.423,0.0127,0.619
Ne-Yo,Beautiful Monster,FALSE,2010,57,0.131,128.013,-4.424,0.164,0.445
Avicii,Lonely Together (feat. Rita Ora),FALSE,2017,53,0.0612,102.977,-4.424,0.0204,0.265
Camila Cabello,Liar,FALSE,2019,65,0.0456,98.016,-4.428,0.178,0.758
Cheat Codes,No Promises (feat. Demi Lovato),FALSE,2017,68,0.134,112.956,-4.432,0.0969,0.777
Sak Noel,Loca People - Radio Edit,TRUE,2011,49,0.0599,127.998,-4.433,0.0298,0.316
JLS,Everybody in Love,FALSE,2013,39,0.0327,140.022,-4.442,0.123,0.629
Katy Perry,The One That Got Away,FALSE,2012,72,0.0353,133.962,-4.444,0.0588,0.684
Mabel,Don't Call Me Up,FALSE,2019,77,0.147,98.994,-4.449,0.0543,0.768
Tyga,Faded,TRUE,2012,58,0.188,95.073,-4.45,0.0143,0.585
Calvin Harris,How Deep Is Your Love,FALSE,2015,76,0.0731,122.003,-4.451,0.304,0.939
Alexandra Stan,Mr. Saxobeat,FALSE,2011,0,0.0468,126.976,-4.455,0.00374,0.657
Black Eyed Peas,Boom Boom Pow,TRUE,2009,68,0.0663,130.048,-4.456,0.0368,0.438
Calvin Harris,Sweet Nothing (feat. Florence Welch),FALSE,2012,71,0.109,127.934,-4.457,0.0291,0.847
Ludacris,Get Back,TRUE,2004,59,0.263,171.609,-4.458,0.0381,0.828
Britney Spears,Till the World Ends,FALSE,2011,65,0.0665,131.951,-4.459,0.0117,0.624
Black Eyed Peas,Pump It,FALSE,2005,75,0.181,153.649,-4.461,0.266,0.646
Bone Thugs-N-Harmony,I Tried,TRUE,2007,61,0.0742,81.995,-4.462,0.00877,0.413
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),FALSE,2016,79,0.134,100.017,-4.467,0.0352,0.843
Taylor Swift,Cruel Summer,FALSE,2019,78,0.157,169.994,-4.47,0.323,0.72
MiMS,This Is Why I'm Hot,TRUE,2007,59,0.576,80.021,-4.474,0.0153,0.491
Spiderbait,Black Betty - Edit,FALSE,2004,63,0.0922,124.047,-4.475,0.023,0.354
Gotye,Somebody That I Used To Know,FALSE,2011,57,0.0358,129.054,-4.475,0.0409,0.485
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",FALSE,2003,61,0.362,199.958,-4.481,0.0326,0.538
Destiny's Child,Lose My Breath,FALSE,2004,61,0.0637,119.011,-4.481,0.000109,0.75
P!nk,Who Knew,FALSE,2006,0,0.0274,140.004,-4.481,0.0737,0.672
benny blanco,Eastside (with Halsey & Khalid),FALSE,2018,75,0.321,89.391,-4.483,0.0145,0.615
Blake Shelton,Honey Bee,FALSE,2011,50,0.0385,205.57,-4.485,0.025,0.6
James Arthur,Impossible,FALSE,2013,75,0.0933,169.533,-4.485,0.025,0.6
Blue,If You Come Back,FALSE,2001,58,0.0319,78.375,-4.487,0.0822,0.701
Westlife,You Raise Me Up,FALSE,2005,1,0.0314,75.048,-4.49,0.00115,0.309
La Roux,Bulletproof,FALSE,2009,71,0.0477,123.016,-4.493,0.0108,0.683
Young Money,BedRock,TRUE,2009,71,0.295,148.005,-4.493,0.0108,0.683
K'NAAN,Wavin' Flag,FALSE,2009,57,0.0729,75.974,-4.496,0.113,0.812
Gavin DeGraw,In Love With a Girl,FALSE,2008,51,0.0438,161.905,-4.497,0.0109,0.887
3OH!3,Starstrukk,FALSE,2010,32,0.0712,139.896,-4.501,0.00107,0.182
Cardi B,Money,TRUE,2018,73,0.29,130.003,-4.502,0.25,0.453
Lil Pump,Gucci Gang,TRUE,2017,64,0.0597,119.889,-4.503,0.0235,0.69
Baha Men,Who Let The Dogs Out,FALSE,2000,65,0.0993,129.221,-4.505,0.0605,0.784
Ginuwine,Differences,FALSE,2001,65,0.0558,62.876,-4.507,0.084,0.484
Colby O'Donis,What You Got,FALSE,2008,61,0.038,119.974,-4.515,0.0863,0.722
girl in red,we fell in love in october,FALSE,2018,82,0.028,129.959,-4.518,0.137,0.678
Bruno Mars,The Lazy Song,FALSE,2010,75,0.0699,174.915,-4.521,0.0869,0.397
PSY,Gangnam Style (강남스타일),FALSE,2012,72,0.286,132.067,-4.523,0.00112,0.576
Kanye West,All Of The Lights,TRUE,2010,76,0.0717,142.113,-4.524,0.0646,0.538
Jennifer Lopez,Ain't It Funny,FALSE,2001,0,0.0481,99.825,-4.525,0.104,0.621
Shayne Ward,No Promises,FALSE,2006,1,0.026,79.798,-4.525,0.0154,0.518
Beyoncé,Drunk in Love (feat. Jay-Z),TRUE,2014,70,0.0468,140.03,-4.528,0.0958,0.304
MAGIC!,Rude,FALSE,2014,80,0.0381,144.033,-4.534,0.0831,0.224
Sean Paul,Get Busy,FALSE,2002,74,0.036,100.202,-4.537,0.00691,0.499
Aaliyah,More Than A Woman,FALSE,2002,42,0.0787,86.994,-4.54,0.00216,0.304
112,It's Over Now,FALSE,2001,57,0.0409,97.988,-4.541,0.0106,0.233
David Guetta,When Love Takes Over (feat. Kelly Rowland),FALSE,2010,69,0.0253,129.967,-4.541,0.0264,0.745
Justin Timberlake,Summer Love,FALSE,2006,66,0.087,95.802,-4.543,0.00102,0.324
Banx & Ranx,Answerphone (feat. Yxng Bane),FALSE,2018,56,0.0885,113.021,-4.546,0.0441,0.565
The Chainsmokers,This Feeling,FALSE,2018,73,0.0439,105.049,-4.547,0.0233,0.62
Train,Drive By,FALSE,2012,77,0.032,122.028,-4.55,0.357,0.85
D12,My Band,TRUE,2004,73,0.0828,120.014,-4.552,0.00908,0.47
Nelly Furtado,Say It Right,FALSE,2006,81,0.139,116.948,-4.554,5.48E-05,0.501
The Pussycat Dolls,Stickwitu,FALSE,2005,67,0.0587,79.918,-4.556,0.00466,0.577
My Chemical Romance,Welcome to the Black Parade,FALSE,2006,76,0.0752,96.95,-4.563,0.0132,0.537
Little Mix,Wings,FALSE,2012,0,0.127,114.962,-4.568,0.0117,0.781
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,FALSE,2015,0,0.202,127.995,-4.569,0.00462,0.46
Britney Spears,Toxic,FALSE,2003,81,0.114,143.04,-4.577,0.00575,0.556
Beyoncé,Single Ladies (Put a Ring on It),FALSE,2008,67,0.296,193.437,-4.577,0.0355,0.968
Nelly,Dilemma,TRUE,2002,77,0.14,168.189,-4.578,0.318,0.423
Katy Perry,E.T.,FALSE,2012,65,0.175,151.684,-4.582,0.0162,0.591
Bryson Tiller,Exchange,TRUE,2015,76,0.185,160.108,-4.582,0.102,0.743
Akon,Bananza (Belly Dancer),FALSE,2004,28,0.132,104.838,-4.583,0.0923,0.605
Katy Perry,This Is How We Do,FALSE,2013,60,0.0457,96,-4.586,0.0545,0.559
Chris Brown,Gimme That,FALSE,2005,63,0.0466,87.165,-4.589,0.0505,0.64
Shaggy,It Wasn't Me,FALSE,2000,76,0.0713,94.759,-4.596,0.0561,0.654
Beyoncé,Beautiful Liar,FALSE,2007,64,0.0703,91.977,-4.603,0.00864,0.575
The All-American Rejects,Dirty Little Secret,FALSE,2005,65,0.0432,143.853,-4.606,0.027,0.805
50 Cent,Ayo Technology,TRUE,2007,67,0.132,140.144,-4.606,0.0548,0.591
Anastacia,Sick and Tired,FALSE,1999,56,0.0373,99.848,-4.612,0.0525,0.809
U2,Vertigo,FALSE,2004,64,0.0613,140.083,-4.612,0.00083,0.659
Calvin Harris,I'm Not Alone - Radio Edit,FALSE,2009,55,0.0321,130.99,-4.614,0.0165,0.498
Lil Nas X,Old Town Road - Remix,FALSE,2019,79,0.102,136.041,-4.614,0.124,0.306
Black Eyed Peas,Shut Up,FALSE,2003,56,0.243,112.968,-4.616,0.00921,0.0596
Regard,Ride It,FALSE,2019,81,0.0874,117.948,-4.618,0.0167,0.2
Cascada,Evacuate The Dancefloor,FALSE,2009,63,0.0432,127.029,-4.62,0.118,0.787
Fergie,Big Girls Don't Cry (Personal),FALSE,2006,76,0.0335,113.082,-4.623,0.0065,0.735
Meghan Trainor,All About That Bass,TRUE,2015,72,0.0503,134.052,-4.625,0.255,0.582
Aaliyah,Miss You - Main,FALSE,2002,36,0.0375,109.598,-4.629,0.0303,0.962
Plan B,She Said,FALSE,2010,62,0.141,147.007,-4.63,0.179,0.625
Flo Rida,Wild Ones (feat. Sia),FALSE,2012,77,0.0554,127.075,-4.63,0.000417,0.769
Baby Boy Da Prince,The Way I Live - Main Explicit,TRUE,2006,59,0.248,90.02,-4.633,0.00541,0.68
Bastille,Of The Night,FALSE,2013,61,0.0427,125.01,-4.633,0.0736,0.433
Eminem,Shake That,TRUE,2005,74,0.117,107.005,-4.637,0.0293,0.509
Destiny's Child,"Jumpin', Jumpin'",FALSE,1999,70,0.0567,88.997,-4.639,0.00543,0.683
The Rasmus,In the Shadows,FALSE,2003,68,0.0275,105.991,-4.649,0.0129,0.0681
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],TRUE,2019,0,0.42,120.08,-4.65,0.327,0.655
Ja Rule,Livin' It Up,FALSE,2001,64,0.311,106.095,-4.653,0.0844,0.567
David Guetta,Bad (feat. Vassy) - Radio Edit,FALSE,2014,45,0.088,127.966,-4.653,0.136,0.952
The Chainsmokers,Sick Boy,FALSE,2018,69,0.0531,89.996,-4.661,0.15,0.733
Mr. Probz,Waves - Robin Schulz Radio Edit,FALSE,2014,2,0.0369,119.993,-4.662,0.219,0.962
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),FALSE,2011,61,0.0581,110.621,-4.663,0.117,0.286
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,FALSE,2012,55,0.0464,139.85,-4.663,0.0743,0.261
*NSYNC,It's Gonna Be Me,FALSE,2000,60,0.0801,165.09,-4.666,0.0459,0.882
Black Eyed Peas,Imma Be,FALSE,2009,61,0.365,92.035,-4.667,0.00112,0.47
Beyoncé,Check On It (feat. Slim Thug),FALSE,2006,45,0.218,166.104,-4.67,0.000241,0.806
Taylor Swift,Love Story,FALSE,2008,74,0.0311,118.984,-4.672,0.0825,0.691
John Legend,All of Me,FALSE,2013,84,0.0322,119.93,-4.672,0.00627,0.34
The Pussycat Dolls,Buttons,FALSE,2005,68,0.27,210.851,-4.675,0.106,0.822
Jason Derulo,Trumpets,FALSE,2013,53,0.236,81.897,-4.676,0.0193,0.638
Coldplay,Violet Hill,FALSE,2008,63,0.0374,76.093,-4.678,0.0137,0.603
Armand Van Helden,My My My - Radio Edit,FALSE,2006,40,0.137,127.51,-4.68,0.189,0.835
Ryan Cabrera,TRUE,FALSE,2004,62,0.0241,96.938,-4.682,0.00165,0.425
Kaiser Chiefs,Everyday I Love You Less And Less,FALSE,2005,58,0.0407,160.028,-4.683,0.115,0.891
Travis Scott,goosebumps,TRUE,2016,83,0.0484,130.049,-4.684,0.0807,0.501
Special D.,Come With Me - Radio Edit,FALSE,2004,61,0.0803,139.982,-4.686,0.614,0.715
Sean Paul,She Doesn't Mind,FALSE,2012,70,0.0693,120.015,-4.689,0.087,0.794
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",FALSE,2014,75,0.151,85.979,-4.689,0.0384,0.756
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),FALSE,2012,69,0.0393,124.91,-4.696,0.0142,0.849
Travis Scott,Antidote,TRUE,2015,73,0.032,131.05,-4.696,0.0915,0.947
DJ Snake,Let Me Love You,FALSE,2016,81,0.0349,99.988,-4.697,0.0242,0.784
Disturbing Tha Peace,Move Bitch,TRUE,2002,59,0.133,177.894,-4.699,0.0844,0.56
Terror Squad,Lean Back,TRUE,2004,67,0.415,95.321,-4.699,0.0183,0.583
Migos,MotorSport,TRUE,2018,72,0.183,137.996,-4.699,0.281,0.497
All Time Low,"Dear Maria, Count Me In",FALSE,2007,76,0.0805,181.04,-4.706,8.15E-05,0.463
The Wanted,All Time Low,FALSE,2010,18,0.0563,134.036,-4.706,0.0055,0.457
Drake,Money In The Grave (Drake ft. Rick Ross),TRUE,2019,76,0.046,100.541,-4.706,0.0733,0.639
Dizzee Rascal,Holiday,FALSE,2011,60,0.0448,117.985,-4.711,0.171,0.589
Christina Perri,A Thousand Years,FALSE,2011,70,0.0267,139.028,-4.712,0.00523,0.402
Rihanna,Take A Bow,FALSE,2008,74,0.0715,82.082,-4.713,0.0125,0.72
Mýa,Case Of The Ex (Whatcha Gonna Do),FALSE,2000,59,0.0405,98,-4.715,0.0548,0.348
The Prodigy,Omen,FALSE,2009,57,0.0441,140.002,-4.718,0.00836,0.487
Trick Daddy,I'm a Thug,TRUE,2001,59,0.122,139.976,-4.719,0.035,0.613
Drake,Over,TRUE,2010,57,0.279,100.093,-4.721,0.511,0.0784
Justin Timberlake,Cry Me a River,FALSE,2002,73,0.183,73.898,-4.722,1.92E-05,0.511
Leona Lewis,Bleeding Love,FALSE,2007,75,0.0357,104.036,-4.722,0.00376,0.511
Dr. Dre,I Need A Doctor,TRUE,2011,71,0.452,155.826,-4.733,0.00377,0.933
Kanye West,Mercy,TRUE,2012,73,0.406,139.993,-4.736,0.0165,0.345
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,TRUE,2003,67,0.13,102.009,-4.749,0.176,0.907
Shawn Mendes,There's Nothing Holdin' Me Back,FALSE,2017,0,0.0583,121.996,-4.749,0.00683,0.298
Khalid,Love Lies (with Normani),FALSE,2018,73,0.0449,143.955,-4.75,0.0168,0.584
P!nk,U + Ur Hand,TRUE,2006,0,0.0528,141.04,-4.751,0.122,0.432
Oliver Heldens,Gecko (Overdrive) - Radio Edit,FALSE,2014,67,0.0642,124.959,-4.751,0.0059,0.689
Dirty Vegas,Days Go By,FALSE,2002,48,0.0688,126.99,-4.753,0.206,0.912
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,FALSE,2002,56,0.0586,133.592,-4.753,0.0687,0.87
Counting Crows,Big Yellow Taxi,FALSE,2003,50,0.0494,88.029,-4.754,0.00234,0.615
Martin Jensen,Solo Dance,FALSE,2016,0,0.0507,114.965,-4.757,0.209,0.846
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),TRUE,2005,42,0.238,179.999,-4.758,0.0341,0.407
Lupe Fiasco,Superstar (feat. Matthew Santos),FALSE,2007,64,0.361,94.812,-4.758,0.0085,0.937
Taylor Swift,Bad Blood,FALSE,2014,54,0.19,170.216,-4.758,0.0466,0.609
Bastille,Pompeii,FALSE,2013,74,0.0407,127.435,-4.76,0.00144,0.578
Sugababes,Push The Button,FALSE,2005,64,0.061,126.016,-4.763,0.206,0.71
Wiley,Boasty (feat. Idris Elba),TRUE,2019,64,0.0669,102.958,-4.768,0.0251,0.568
Rihanna,Rude Boy,TRUE,2009,74,0.127,173.906,-4.78,0.00952,0.645
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),TRUE,2005,67,0.121,125.461,-4.781,0.14,0.435
Ellie Goulding,Lights - Single Version,FALSE,2010,63,0.0367,120.008,-4.782,0.135,0.302
Deorro,Five More Hours,FALSE,2015,66,0.219,127.961,-4.783,0.000739,0.545
Usher,Scream,FALSE,2012,66,0.0973,127.992,-4.788,0.0422,0.45
Soulja Boy,Crank That (Soulja Boy),FALSE,2007,74,0.0786,140.141,-4.789,0.00253,0.896
Years & Years,Shine,FALSE,2015,55,0.0349,108.002,-4.792,0.0215,0.74
Frank Ocean,Pink + White,FALSE,2016,79,0.0991,159.738,-4.792,0.0215,0.74
Kanye West,Heartless,FALSE,2008,82,0.136,87.999,-4.8,0.0191,0.684
P!nk,Stupid Girls,TRUE,2006,0,0.071,100.04,-4.802,0.352,0.739
Katy Perry,Roar,FALSE,2013,73,0.0418,179.984,-4.802,0.0738,0.502
Linkin Park,What I've Done,FALSE,2007,77,0.0324,120.119,-4.804,0.0015,0.312
Justin Bieber,As Long As You Love Me,FALSE,2012,67,0.1,139.691,-4.805,0.00498,0.801
*NSYNC,Bye Bye Bye,FALSE,2000,65,0.0516,172.656,-4.806,0.0408,0.879
Kanye West,Good Life,TRUE,2007,45,0.346,82.962,-4.808,0.00153,0.282
Cassie,Me & U,FALSE,2006,73,0.0294,99.99,-4.81,0.0261,0.787
Emeli Sandé,"Read All About It, Pt. III",FALSE,2012,65,0.0249,98.082,-4.813,0.0188,0.545
ScHoolboy Q,Collard Greens,TRUE,2014,0,0.064,153.972,-4.813,0.00357,0.369
Ciara,Body Party,FALSE,2013,64,0.0563,133.973,-4.814,0.00453,0.213
ZHU,Faded,FALSE,2014,49,0.0487,124.96,-4.821,0.00487,0.455
Eminem,'Till I Collapse,TRUE,2002,85,0.186,171.447,-4.822,0.232,0.839
Scooter,Nessaja,FALSE,2013,47,0.0364,143.048,-4.823,0.372,0.609
Drake,Passionfruit,TRUE,2017,0,0.0396,111.98,-4.825,0.00778,0.355
Just Jack,Starz In Their Eyes,FALSE,2006,52,0.0652,123.802,-4.829,0.0523,0.706
Olly Murs,Dear Darlin',FALSE,2012,59,0.0454,124.021,-4.829,0.000189,0.836
Avril Lavigne,Don't Tell Me,FALSE,2004,58,0.0386,144.106,-4.831,0.00402,0.8
Calvin Harris,Thinking About You (feat. Ayah Marar),FALSE,2012,65,0.0396,127.985,-4.831,0.000688,0.526
Alicia Keys,You Don't Know My Name,FALSE,2003,61,0.187,167.078,-4.832,0.149,0.434
Craig David,Don't Love You No More (I'm Sorry),FALSE,2005,56,0.0245,100.113,-4.834,0.231,0.165
Britney Spears,Born to Make You Happy,FALSE,1999,58,0.0454,84.11,-4.842,0.116,0.686
Nio Garcia,Te Boté - Remix,TRUE,2018,76,0.214,96.507,-4.844,0.00163,0.295
Jordin Sparks,Tattoo,FALSE,2007,54,0.0399,168.005,-4.847,0.00188,0.702
No Doubt,It's My Life,FALSE,2003,60,0.0282,126.326,-4.855,0.367,0.801
Jason Aldean,Dirt Road Anthem,FALSE,2010,53,0.0352,127.037,-4.861,0.02,0.637
Shakira,"Whenever, Wherever",FALSE,2001,74,0.0407,107.657,-4.862,0.237,0.871
Macklemore,Glorious (feat. Skylar Grey),TRUE,2017,74,0.0522,139.994,-4.862,0.0178,0.309
Far East Movement,Like A G6,FALSE,2010,73,0.449,124.913,-4.865,0.123,0.627
Kendrick Lamar,m.A.A.d city,TRUE,2012,67,0.271,91.048,-4.865,0.332,0.452
Justin Bieber,What Do You Mean?,FALSE,2015,77,0.0956,125.02,-4.867,0.0309,0.458
Marshmello,Alone,FALSE,2016,71,0.0343,141.99,-4.868,0.0118,0.235
Kiesza,Hideaway,FALSE,2014,64,0.0483,122.993,-4.871,0.0239,0.666
JAY-Z,Young Forever,TRUE,2009,65,0.0693,140.329,-4.874,0.000315,0.726
Avicii,The Nights,FALSE,2014,85,0.0433,125.983,-4.874,0.053,0.621
Calvin Harris,This Is What You Came For (feat. Rihanna),FALSE,2016,79,0.0332,123.962,-4.874,0.053,0.621
Shakira,La Tortura (feat. Alejandro Sanz),FALSE,2005,72,0.0427,100.011,-4.875,0.0901,0.836
Bad Bunny,MIA (feat. Drake),FALSE,2018,77,0.0621,97.062,-4.877,0.0185,0.926
Hugh Jackman,The Greatest Show,FALSE,2017,72,0.105,157.92,-4.88,0.258,0.473
Loud Luxury,Body (feat. brando),FALSE,2017,0,0.038,121.958,-4.882,0.118,0.383
Demi Lovato,Confident,TRUE,2015,64,0.0677,130.064,-4.884,0.563,0.64
Kendrick Lamar,HUMBLE.,TRUE,2017,0,0.0903,150.018,-4.888,0.147,0.877
Rihanna,S&M,FALSE,2010,73,0.042,127.975,-4.892,0.0242,0.803
Katy Perry,Wide Awake,FALSE,2012,65,0.0367,159.814,-4.892,0.0272,0.497
Miley Cyrus,Party In The U.S.A.,FALSE,2009,79,0.042,96.021,-4.893,0.0171,0.442
Green Day,Boulevard of Broken Dreams,TRUE,2004,72,0.0309,167.046,-4.894,0.548,0.89
2Pac,Ghetto Gospel,TRUE,2004,68,0.0467,80.569,-4.896,0.179,0.626
Keri Hilson,Pretty Girl Rock,FALSE,2010,67,0.246,160.014,-4.9,0.00987,0.653
Avril Lavigne,Girlfriend,TRUE,2007,75,0.102,163.983,-4.902,0.00101,0.74
Avril Lavigne,Complicated,FALSE,2002,78,0.0459,77.987,-4.903,0.000966,0.502
Mýa,My Love Is Like...Wo - Main Mix,FALSE,2003,48,0.109,132.817,-4.904,0.0485,0.459
Twista,Overnight Celebrity,TRUE,2004,66,0.179,134.199,-4.904,0.0485,0.459
Tamia,Stranger in My House,FALSE,2000,48,0.0297,119.94,-4.905,0.103,0.206
Muse,Supermassive Black Hole,FALSE,2006,75,0.0439,120,-4.905,0.004,0.527
Muse,Uprising,FALSE,2009,75,0.0775,128.019,-4.907,0.0653,0.407
JoJo,Too Little Too Late,FALSE,2006,48,0.0431,83.001,-4.912,0.0114,0.554
Gwen Stefani,Cool,FALSE,2004,59,0.0281,112.019,-4.914,0.0181,0.491
Leona Lewis,Better in Time,FALSE,2007,67,0.0506,163.953,-4.914,0.00967,0.321
Taio Cruz,Dynamite,FALSE,2010,80,0.0859,119.975,-4.914,0.00967,0.321
blink-182,All The Small Things,FALSE,1999,79,0.0488,148.726,-4.918,0.0103,0.684
Chingy,Right Thurr,TRUE,2003,69,0.253,92.074,-4.92,0.0111,0.648
Avicii,Silhouettes - Original Radio Edit,FALSE,2012,53,0.0545,128.074,-4.92,0.00125,0.393
Jack White,Another Way to Die,FALSE,2007,56,0.128,141.933,-4.922,0.00994,0.767
Camila Cabello,Never Be the Same,FALSE,2018,74,0.0747,129.923,-4.926,0.0553,0.635
Delta Goodrem,Born to Try,FALSE,2003,54,0.0284,133.838,-4.927,0.0439,0.9
Carl Thomas,I Wish,FALSE,2000,52,0.0337,89.824,-4.929,0.0593,0.224
DNCE,Cake By The Ocean,TRUE,2016,79,0.0517,119.002,-4.931,0.0561,0.728
Usher,Yeah! (feat. Lil Jon & Ludacris),FALSE,2004,81,0.112,105.018,-4.932,0.126,0.635
The Pussycat Dolls,Don't Cha,FALSE,2005,72,0.099,120.003,-4.932,0.126,0.635
Nas,I Can,FALSE,2002,58,0.182,95.313,-4.936,0.299,0.963
Alanis Morissette,Hands Clean,FALSE,2002,57,0.0299,99.952,-4.938,0.0264,0.198
Lady Gaga,Alejandro,FALSE,2009,67,0.0462,98.998,-4.939,0.0518,0.416
Ellie Goulding,On My Mind,FALSE,2015,0,0.0522,154.943,-4.94,0.0696,0.506
Ludacris,Money Maker,TRUE,2006,62,0.27,78.756,-4.941,0.0071,0.355
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,FALSE,2016,0,0.0383,121.969,-4.943,0.028,0.236
Chad Kroeger,Hero (feat. Josey Scott),FALSE,2003,66,0.0364,147.387,-4.944,0.00369,0.554
Lil Dicky,Freaky Friday (feat. Chris Brown),TRUE,2018,70,0.224,133.123,-4.946,0.0605,0.552
Kanye West,Homecoming,TRUE,2007,47,0.189,86.917,-4.949,0.000563,0.836
DMX,X Gon' Give It To Ya,TRUE,2007,70,0.183,95.027,-4.951,0.399,0.942
DJ Khaled,No Brainer,TRUE,2018,67,0.342,135.702,-4.954,0.17,0.175
No Doubt,Hella Good,FALSE,2001,26,0.035,115.142,-4.955,0.0881,0.908
Blazin' Squad,Crossroads - Radio Edit,FALSE,2012,40,0.042,144.188,-4.958,0.0478,0.806
Britney Spears,My Prerogative,FALSE,2004,53,0.118,111.014,-4.971,0.0775,0.619
Tiësto,Wasted,FALSE,2014,0,0.0294,112.028,-4.972,0.0654,0.477
Gwen Stefani,The Sweet Escape,FALSE,2006,71,0.0343,119.961,-4.975,0.295,0.149
Avicii,Levels - Radio Edit,FALSE,2011,77,0.0343,126.04,-4.977,0.0764,0.814
Luis Fonsi,Échame La Culpa,FALSE,2017,62,0.0417,95.989,-4.979,0.0762,0.188
Britney Spears,Break the Ice,FALSE,2007,61,0.0445,117.533,-4.981,0.0304,0.587
Travie McCoy,Billionaire (feat. Bruno Mars),TRUE,2010,72,0.258,86.776,-4.981,0.2,0.512
Joel Adams,Please Don't Go,FALSE,2015,71,0.0587,84.264,-4.981,0.0509,0.395
Blu Cantrell,Hit 'Em Up Style (Oops!),FALSE,2001,71,0.0586,89.976,-4.983,0.201,0.667
Monica,So Gone,FALSE,2003,64,0.0981,81.975,-4.984,0.00676,0.477
OneRepublic,Rich Love (with Seeb),FALSE,2017,64,0.314,104.592,-4.989,0.0323,0.534
Keri Hilson,Knock You Down,FALSE,2009,57,0.16,155.165,-4.99,0.0402,0.47
Chris Brown,Loyal (feat. Lil Wayne & Tyga),TRUE,2014,72,0.049,99.059,-4.993,0.0422,0.925
Maluma,Corazón (feat. Nego do Borel),FALSE,2018,69,0.247,198.075,-4.997,0.229,0.175
KALEO,Way down We Go,FALSE,2015,63,0.0528,81.663,-4.998,0.0117,0.499
Nina Sky,Move Ya Body,FALSE,2004,67,0.0432,121.057,-5,0.347,0.4
Kesha,Die Young,FALSE,2012,78,0.046,128.001,-5.004,0.203,0.9
Jay Sean,Do You Remember,FALSE,2009,2,0.0644,125.846,-5.005,0.0712,0.737
Katy Perry,Part Of Me,FALSE,2012,73,0.0355,130.028,-5.006,0.0048,0.624
Sigala,Sweet Lovin' - Radio Edit,FALSE,2015,46,0.0515,124.977,-5.008,0.082,0.379
